t,lat,zonal_sst
2015-11-01,18.375,24.77
2015-11-01,18.625,24.56
2015-11-01,18.875,24.35
2015-11-01,19.125,24.27
2015-11-01,19.375,24.11
2015-11-01,19.625,23.81
2015-11-01,19.875,23.52
2015-11-01,20.125,23.18
2015-11-01,20.375,22.73
2015-11-01,20.625,22.26
2015-11-01,20.875,22.08
2015-11-01,21.125,22.19
2015-11-01,21.375,22.14
2015-11-01,21.625,22.17
2015-11-01,21.875,21.97
2015-11-01,22.125,22.08
2015-11-01,22.375,22
2015-11-01,22.625,21.99
2015-11-01,22.875,22.13
2015-11-01,23.125,22.1
2015-11-01,23.375,22.19
2015-11-01,23.625,22.25
2015-11-01,23.875,22.2
2015-11-01,24.125,22.18
2015-11-01,24.375,22.17
2015-11-01,24.625,22.35
2015-12-01,12.625,26.81
2015-12-01,12.875,26.67
2015-12-01,13.125,26.53
2015-12-01,13.375,26.4
2015-12-01,13.625,26.15
2015-12-01,13.875,26.17
2015-12-01,14.125,26.05
2015-12-01,14.375,25.96
2015-12-01,14.625,25.7
2015-12-01,14.875,25.46
2015-12-01,15.125,25.29
2015-12-01,15.375,25.14
2015-12-01,15.625,25.03
2015-12-01,15.875,24.98
2015-12-01,16.125,24.9
2015-12-01,16.375,24.81
2015-12-01,16.625,24.69
2015-12-01,16.875,24.39
2015-12-01,17.125,24.23
2015-12-01,17.375,23.9
2015-12-01,17.625,23.73
2015-12-01,17.875,23.52
2015-12-01,18.125,23.21
2015-12-01,18.375,22.85
2015-12-01,18.625,22.55
2015-12-01,18.875,22.34
2015-12-01,19.125,22.33
2015-12-01,19.375,22.24
2015-12-01,19.625,21.97
2015-12-01,19.875,21.62
2015-12-01,20.125,21.38
2015-12-01,20.375,21.12
2015-12-01,20.625,20.95
2015-12-01,20.875,20.87
2015-12-01,21.125,20.94
2015-12-01,21.375,20.9
2015-12-01,21.625,20.87
2015-12-01,21.875,20.69
2015-12-01,22.125,20.73
2015-12-01,22.375,20.64
2015-12-01,22.625,20.63
2015-12-01,22.875,20.75
2015-12-01,23.125,20.75
2015-12-01,23.375,20.82
2015-12-01,23.625,20.88
2015-12-01,23.875,20.83
2015-12-01,24.125,20.79
2015-12-01,24.375,20.76
2015-12-01,24.625,20.88
2016-01-01,12.625,25.06
2016-01-01,12.875,24.84
2016-01-01,13.125,24.66
2016-01-01,13.375,24.54
2016-01-01,13.625,24.42
2016-01-01,13.875,24.47
2016-01-01,14.125,24.41
2016-01-01,14.375,24.3
2016-01-01,14.625,23.95
2016-01-01,14.875,23.67
2016-01-01,15.125,23.58
2016-01-01,15.375,23.54
2016-01-01,15.625,23.52
2016-01-01,15.875,23.52
2016-01-01,16.125,23.47
2016-01-01,16.375,23.36
2016-01-01,16.625,23.22
2016-01-01,16.875,22.96
2016-01-01,17.125,22.87
2016-01-01,17.375,22.69
2016-01-01,17.625,22.58
2016-01-01,17.875,22.42
2016-01-01,18.125,22.25
2016-01-01,18.375,22.11
2016-01-01,18.625,21.97
2016-01-01,18.875,21.86
2016-01-01,19.125,21.9
2016-01-01,19.375,21.89
2016-01-01,19.625,21.77
2016-01-01,19.875,21.49
2016-01-01,20.125,21.22
2016-01-01,20.375,20.92
2016-01-01,20.625,20.72
2016-01-01,20.875,20.61
2016-01-01,21.125,20.54
2016-01-01,21.375,20.33
2016-01-01,21.625,20.2
2016-01-01,21.875,20.11
2016-01-01,22.125,20.24
2016-01-01,22.375,20.23
2016-01-01,22.625,20.18
2016-01-01,22.875,20.21
2016-01-01,23.125,20.15
2016-01-01,23.375,20.2
2016-01-01,23.625,20.27
2016-01-01,23.875,20.29
2016-01-01,24.125,20.32
2016-01-01,24.375,20.35
2016-01-01,24.625,20.45
2016-02-01,12.625,23.89
2016-02-01,12.875,23.67
2016-02-01,13.125,23.48
2016-02-01,13.375,23.3
2016-02-01,13.625,23.09
2016-02-01,13.875,22.93
2016-02-01,14.125,22.77
2016-02-01,14.375,22.69
2016-02-01,14.625,22.55
2016-02-01,14.875,22.43
2016-02-01,15.125,22.37
2016-02-01,15.375,22.19
2016-02-01,15.625,22.05
2016-02-01,15.875,22.03
2016-02-01,16.125,21.99
2016-02-01,16.375,21.96
2016-02-01,16.625,21.93
2016-02-01,16.875,21.7
2016-02-01,17.125,21.65
2016-02-01,17.375,21.35
2016-02-01,17.625,21.21
2016-02-01,17.875,21.06
2016-02-01,18.125,20.96
2016-02-01,18.375,20.89
2016-02-01,18.625,20.79
2016-02-01,18.875,20.63
2016-02-01,19.125,20.58
2016-02-01,19.375,20.56
2016-02-01,19.625,20.45
2016-02-01,19.875,20.27
2016-02-01,20.125,20.04
2016-02-01,20.375,19.82
2016-02-01,20.625,19.7
2016-02-01,20.875,19.69
2016-02-01,21.125,19.76
2016-02-01,21.375,19.71
2016-02-01,21.625,19.62
2016-02-01,21.875,19.48
2016-02-01,22.125,19.45
2016-02-01,22.375,19.4
2016-02-01,22.625,19.35
2016-02-01,22.875,19.33
2016-02-01,23.125,19.24
2016-02-01,23.375,19.25
2016-02-01,23.625,19.31
2016-02-01,23.875,19.35
2016-02-01,24.125,19.39
2016-02-01,24.375,19.42
2016-02-01,24.625,19.52
2016-03-01,12.625,21.06
2016-03-01,12.875,20.69
2016-03-01,13.125,20.53
2016-03-01,13.375,20.54
2016-03-01,13.625,20.5
2016-03-01,13.875,20.56
2016-03-01,14.125,20.47
2016-03-01,14.375,20.69
2016-03-01,14.625,20.8
2016-03-01,14.875,20.92
2016-03-01,15.125,20.97
2016-03-01,15.375,20.77
2016-03-01,15.625,20.52
2016-03-01,15.875,20.45
2016-03-01,16.125,20.42
2016-03-01,16.375,20.44
2016-03-01,16.625,20.51
2016-03-01,16.875,20.35
2016-03-01,17.125,20.34
2016-03-01,17.375,20.12
2016-03-01,17.625,20.06
2016-03-01,17.875,19.95
2016-03-01,18.125,19.76
2016-03-01,18.375,19.57
2016-03-01,18.625,19.42
2016-03-01,18.875,19.33
2016-03-01,19.125,19.41
2016-03-01,19.375,19.45
2016-03-01,19.625,19.38
2016-03-01,19.875,19.28
2016-03-01,20.125,19.04
2016-03-01,20.375,18.81
2016-03-01,20.625,18.59
2016-03-01,20.875,18.52
2016-03-01,21.125,18.57
2016-03-01,21.375,18.63
2016-03-01,21.625,18.68
2016-03-01,21.875,18.67
2016-03-01,22.125,18.76
2016-03-01,22.375,18.74
2016-03-01,22.625,18.67
2016-03-01,22.875,18.64
2016-03-01,23.125,18.58
2016-03-01,23.375,18.67
2016-03-01,23.625,18.81
2016-03-01,23.875,18.88
2016-03-01,24.125,18.92
2016-03-01,24.375,18.87
2016-03-01,24.625,18.93
2016-04-01,12.625,21.84
2016-04-01,12.875,21.51
2016-04-01,13.125,21.26
2016-04-01,13.375,21.1
2016-04-01,13.625,20.95
2016-04-01,13.875,20.97
2016-04-01,14.125,20.98
2016-04-01,14.375,21.25
2016-04-01,14.625,21.32
2016-04-01,14.875,21.34
2016-04-01,15.125,21.3
2016-04-01,15.375,21.06
2016-04-01,15.625,20.79
2016-04-01,15.875,20.65
2016-04-01,16.125,20.61
2016-04-01,16.375,20.63
2016-04-01,16.625,20.63
2016-04-01,16.875,20.37
2016-04-01,17.125,20.31
2016-04-01,17.375,20.06
2016-04-01,17.625,19.95
2016-04-01,17.875,19.79
2016-04-01,18.125,19.62
2016-04-01,18.375,19.48
2016-04-01,18.625,19.39
2016-04-01,18.875,19.39
2016-04-01,19.125,19.6
2016-04-01,19.375,19.75
2016-04-01,19.625,19.74
2016-04-01,19.875,19.81
2016-04-01,20.125,19.62
2016-04-01,20.375,19.41
2016-04-01,20.625,19.16
2016-04-01,20.875,19.17
2016-04-01,21.125,19.33
2016-04-01,21.375,19.35
2016-04-01,21.625,19.44
2016-04-01,21.875,19.43
2016-04-01,22.125,19.53
2016-04-01,22.375,19.54
2016-04-01,22.625,19.57
2016-04-01,22.875,19.66
2016-04-01,23.125,19.69
2016-04-01,23.375,19.81
2016-04-01,23.625,19.92
2016-04-01,23.875,19.92
2016-04-01,24.125,19.9
2016-04-01,24.375,19.87
2016-04-01,24.625,19.96
2016-05-01,12.625,22.72
2016-05-01,12.875,22.59
2016-05-01,13.125,22.42
2016-05-01,13.375,22.19
2016-05-01,13.625,21.86
2016-05-01,13.875,21.74
2016-05-01,14.125,21.62
2016-05-01,14.375,21.77
2016-05-01,14.625,21.81
2016-05-01,14.875,21.85
2016-05-01,15.125,21.79
2016-05-01,15.375,21.63
2016-05-01,15.625,21.32
2016-05-01,15.875,21.09
2016-05-01,16.125,20.87
2016-05-01,16.375,20.79
2016-05-01,16.625,20.82
2016-05-01,16.875,20.7
2016-05-01,17.125,20.67
2016-05-01,17.375,20.39
2016-05-01,17.625,20.22
2016-05-01,17.875,19.99
2016-05-01,18.125,19.74
2016-05-01,18.375,19.5
2016-05-01,18.625,19.41
2016-05-01,18.875,19.5
2016-05-01,19.125,19.74
2016-05-01,19.375,19.97
2016-05-01,19.625,20.07
2016-05-01,19.875,20.25
2016-05-01,20.125,20.12
2016-05-01,20.375,19.95
2016-05-01,20.625,19.65
2016-05-01,20.875,19.67
2016-05-01,21.125,19.94
2016-05-01,21.375,20.13
2016-05-01,21.625,20.32
2016-05-01,21.875,20.36
2016-05-01,22.125,20.56
2016-05-01,22.375,20.62
2016-05-01,22.625,20.64
2016-05-01,22.875,20.68
2016-05-01,23.125,20.6
2016-05-01,23.375,20.68
2016-05-01,23.625,20.81
2016-05-01,23.875,20.85
2016-05-01,24.125,20.8
2016-05-01,24.375,20.69
2016-05-01,24.625,20.71
2016-06-01,12.625,25.64
2016-06-01,12.875,25.47
2016-06-01,13.125,25.33
2016-06-01,13.375,25.15
2016-06-01,13.625,24.91
2016-06-01,13.875,24.6
2016-06-01,14.125,24.31
2016-06-01,14.375,24.11
2016-06-01,14.625,23.96
2016-06-01,14.875,23.86
2016-06-01,15.125,23.82
2016-06-01,15.375,23.7
2016-06-01,15.625,23.47
2016-06-01,15.875,23.21
2016-06-01,16.125,22.94
2016-06-01,16.375,22.7
2016-06-01,16.625,22.52
2016-06-01,16.875,22.36
2016-06-01,17.125,22.2
2016-06-01,17.375,21.95
2016-06-01,17.625,21.71
2016-06-01,17.875,21.49
2016-06-01,18.125,21.3
2016-06-01,18.375,21.1
2016-06-01,18.625,20.88
2016-06-01,18.875,20.74
2016-06-01,19.125,20.75
2016-06-01,19.375,20.86
2016-06-01,19.625,20.98
2016-06-01,19.875,21.21
2016-06-01,20.125,20.98
2016-06-01,20.375,20.6
2016-06-01,20.625,20.07
2016-06-01,20.875,19.99
2016-06-01,21.125,20.21
2016-06-01,21.375,20.41
2016-06-01,21.625,20.75
2016-06-01,21.875,21
2016-06-01,22.125,21.33
2016-06-01,22.375,21.39
2016-06-01,22.625,21.3
2016-06-01,22.875,21.27
2016-06-01,23.125,21.13
2016-06-01,23.375,21.26
2016-06-01,23.625,21.46
2016-06-01,23.875,21.47
2016-06-01,24.125,21.41
2016-06-01,24.375,21.32
2016-06-01,24.625,21.46
2016-07-01,12.625,27.51
2016-07-01,12.875,27.4
2016-07-01,13.125,27.27
2016-07-01,13.375,27.1
2016-07-01,13.625,27
2016-07-01,13.875,26.82
2016-07-01,14.125,26.72
2016-07-01,14.375,26.61
2016-07-01,14.625,26.5
2016-07-01,14.875,26.3
2016-07-01,15.125,26.01
2016-07-01,15.375,25.74
2016-07-01,15.625,25.57
2016-07-01,15.875,25.38
2016-07-01,16.125,25.22
2016-07-01,16.375,25.06
2016-07-01,16.625,24.89
2016-07-01,16.875,24.76
2016-07-01,17.125,24.62
2016-07-01,17.375,24.56
2016-07-01,17.625,24.41
2016-07-01,17.875,24.2
2016-07-01,18.125,23.96
2016-07-01,18.375,23.76
2016-07-01,18.625,23.62
2016-07-01,18.875,23.53
2016-07-01,19.125,23.33
2016-07-01,19.375,23.02
2016-07-01,19.625,22.73
2016-07-01,19.875,22.64
2016-07-01,20.125,22.31
2016-07-01,20.375,21.97
2016-07-01,20.625,21.48
2016-07-01,20.875,21.28
2016-07-01,21.125,21.38
2016-07-01,21.375,21.54
2016-07-01,21.625,21.69
2016-07-01,21.875,21.67
2016-07-01,22.125,21.78
2016-07-01,22.375,21.82
2016-07-01,22.625,21.9
2016-07-01,22.875,22.02
2016-07-01,23.125,21.98
2016-07-01,23.375,22.07
2016-07-01,23.625,22.23
2016-07-01,23.875,22.25
2016-07-01,24.125,22.2
2016-07-01,24.375,22.11
2016-07-01,24.625,22.24
2016-08-01,12.625,27.87
2016-08-01,12.875,27.95
2016-08-01,13.125,28.02
2016-08-01,13.375,28.07
2016-08-01,13.625,28.17
2016-08-01,13.875,28.13
2016-08-01,14.125,28.12
2016-08-01,14.375,28.05
2016-08-01,14.625,27.97
2016-08-01,14.875,27.79
2016-08-01,15.125,27.65
2016-08-01,15.375,27.58
2016-08-01,15.625,27.56
2016-08-01,15.875,27.49
2016-08-01,16.125,27.41
2016-08-01,16.375,27.3
2016-08-01,16.625,27.17
2016-08-01,16.875,27.09
2016-08-01,17.125,26.99
2016-08-01,17.375,26.9
2016-08-01,17.625,26.76
2016-08-01,17.875,26.57
2016-08-01,18.125,26.32
2016-08-01,18.375,26.04
2016-08-01,18.625,25.79
2016-08-01,18.875,25.6
2016-08-01,19.125,25.43
2016-08-01,19.375,25.26
2016-08-01,19.625,25.12
2016-08-01,19.875,25
2016-08-01,20.125,24.65
2016-08-01,20.375,24.26
2016-08-01,20.625,23.72
2016-08-01,20.875,23.41
2016-08-01,21.125,23.38
2016-08-01,21.375,23.32
2016-08-01,21.625,23.21
2016-08-01,21.875,22.88
2016-08-01,22.125,22.81
2016-08-01,22.375,22.71
2016-08-01,22.625,22.65
2016-08-01,22.875,22.69
2016-08-01,23.125,22.6
2016-08-01,23.375,22.67
2016-08-01,23.625,22.76
2016-08-01,23.875,22.76
2016-08-01,24.125,22.72
2016-08-01,24.375,22.63
2016-08-01,24.625,22.68
2016-09-01,12.625,28.28
2016-09-01,12.875,28.39
2016-09-01,13.125,28.47
2016-09-01,13.375,28.46
2016-09-01,13.625,28.46
2016-09-01,13.875,28.34
2016-09-01,14.125,28.3
2016-09-01,14.375,28.27
2016-09-01,14.625,28.3
2016-09-01,14.875,28.33
2016-09-01,15.125,28.32
2016-09-01,15.375,28.32
2016-09-01,15.625,28.32
2016-09-01,15.875,28.28
2016-09-01,16.125,28.23
2016-09-01,16.375,28.17
2016-09-01,16.625,28.1
2016-09-01,16.875,28.04
2016-09-01,17.125,27.95
2016-09-01,17.375,27.9
2016-09-01,17.625,27.79
2016-09-01,17.875,27.62
2016-09-01,18.125,27.44
2016-09-01,18.375,27.25
2016-09-01,18.625,27.02
2016-09-01,18.875,26.7
2016-09-01,19.125,26.29
2016-09-01,19.375,25.91
2016-09-01,19.625,25.7
2016-09-01,19.875,25.6
2016-09-01,20.125,25.14
2016-09-01,20.375,24.48
2016-09-01,20.625,23.52
2016-09-01,20.875,22.79
2016-09-01,21.125,22.6
2016-09-01,21.375,22.62
2016-09-01,21.625,22.68
2016-09-01,21.875,22.47
2016-09-01,22.125,22.4
2016-09-01,22.375,22.23
2016-09-01,22.625,22.17
2016-09-01,22.875,22.23
2016-09-01,23.125,22.18
2016-09-01,23.375,22.28
2016-09-01,23.625,22.45
2016-09-01,23.875,22.5
2016-09-01,24.125,22.54
2016-09-01,24.375,22.54
2016-09-01,24.625,22.72
2016-10-01,12.625,28.87
2016-10-01,12.875,28.84
2016-10-01,13.125,28.79
2016-10-01,13.375,28.73
2016-10-01,13.625,28.72
2016-10-01,13.875,28.57
2016-10-01,14.125,28.46
2016-10-01,14.375,28.33
2016-10-01,14.625,28.26
2016-10-01,14.875,28.2
2016-10-01,15.125,28.14
2016-10-01,15.375,28.06
2016-10-01,15.625,27.97
2016-10-01,15.875,27.91
2016-10-01,16.125,27.82
2016-10-01,16.375,27.68
2016-10-01,16.625,27.49
2016-10-01,16.875,27.23
2016-10-01,17.125,27.16
2016-10-01,17.375,26.91
2016-10-01,17.625,26.77
2016-10-01,17.875,26.59
2016-10-01,18.125,26.38
2016-10-01,18.375,26.11
2016-10-01,18.625,25.73
2016-10-01,18.875,25.3
2016-10-01,19.125,25.15
2016-10-01,19.375,24.98
2016-10-01,19.625,24.61
2016-10-01,19.875,24.26
2016-10-01,20.125,23.7
2016-10-01,20.375,23.23
2016-10-01,20.625,22.8
2016-10-01,20.875,22.64
2016-10-01,21.125,22.61
2016-10-01,21.375,22.46
2016-10-01,21.625,22.52
2016-10-01,21.875,22.52
2016-10-01,22.125,22.61
2016-10-01,22.375,22.53
2016-10-01,22.625,22.5
2016-10-01,22.875,22.6
2016-10-01,23.125,22.58
2016-10-01,23.375,22.7
2016-10-01,23.625,22.85
2016-10-01,23.875,22.9
2016-10-01,24.125,22.94
2016-10-01,24.375,22.92
2016-10-01,24.625,23.03
2016-11-01,12.625,28.7
2016-11-01,12.875,28.62
2016-11-01,13.125,28.55
2016-11-01,13.375,28.49
2016-11-01,13.625,28.39
2016-11-01,13.875,28.34
2016-11-01,14.125,28.24
2016-11-01,14.375,28.17
2016-11-01,14.625,27.99
2016-11-01,14.875,27.77
2016-11-01,15.125,27.55
2016-11-01,15.375,27.23
2016-11-01,15.625,26.96
2016-11-01,15.875,26.91
2016-11-01,16.125,26.86
2016-11-01,16.375,26.74
2016-11-01,16.625,26.6
2016-11-01,16.875,26.27
2016-11-01,17.125,26.08
2016-11-01,17.375,25.75
2016-11-01,17.625,25.62
2016-11-01,17.875,25.45
2016-11-01,18.125,25.24
2016-11-01,18.375,24.98
2016-11-01,18.625,24.73
2016-11-01,18.875,24.55
2016-11-01,19.125,24.55
2016-11-01,19.375,24.48
2016-11-01,19.625,24.14
2016-11-01,19.875,23.73
2016-11-01,20.125,23.31
2016-11-01,20.375,22.96
2016-11-01,20.625,22.64
2016-11-01,20.875,22.49
2016-11-01,21.125,22.57
2016-11-01,21.375,22.53
2016-11-01,21.625,22.48
2016-11-01,21.875,22.22
2016-11-01,22.125,22.16
2016-11-01,22.375,21.97
2016-11-01,22.625,21.86
2016-11-01,22.875,21.91
2016-11-01,23.125,21.89
2016-11-01,23.375,22.02
2016-11-01,23.625,22.16
2016-11-01,23.875,22.19
2016-11-01,24.125,22.21
2016-11-01,24.375,22.17
2016-11-01,24.625,22.26
2016-12-01,12.625,25.92
2016-12-01,12.875,25.8
2016-12-01,13.125,25.73
2016-12-01,13.375,25.64
2016-12-01,13.625,25.34
2016-12-01,13.875,25.25
2016-12-01,14.125,25.09
2016-12-01,14.375,25.07
2016-12-01,14.625,24.88
2016-12-01,14.875,24.73
2016-12-01,15.125,24.64
2016-12-01,15.375,24.44
2016-12-01,15.625,24.22
2016-12-01,15.875,24.16
2016-12-01,16.125,24.01
2016-12-01,16.375,23.84
2016-12-01,16.625,23.69
2016-12-01,16.875,23.35
2016-12-01,17.125,23.24
2016-12-01,17.375,22.97
2016-12-01,17.625,22.9
2016-12-01,17.875,22.82
2016-12-01,18.125,22.72
2016-12-01,18.375,22.62
2016-12-01,18.625,22.51
2016-12-01,18.875,22.39
2016-12-01,19.125,22.44
2016-12-01,19.375,22.43
2016-12-01,19.625,22.26
2016-12-01,19.875,21.95
2016-12-01,20.125,21.72
2016-12-01,20.375,21.52
2016-12-01,20.625,21.4
2016-12-01,20.875,21.47
2016-12-01,21.125,21.74
2016-12-01,21.375,21.79
2016-12-01,21.625,21.74
2016-12-01,21.875,21.4
2016-12-01,22.125,21.29
2016-12-01,22.375,21.1
2016-12-01,22.625,21.04
2016-12-01,22.875,21.11
2016-12-01,23.125,21.03
2016-12-01,23.375,21.06
2016-12-01,23.625,21.12
2016-12-01,23.875,21.09
2016-12-01,24.125,21.09
2016-12-01,24.375,21.12
2016-12-01,24.625,21.35
2017-01-01,12.625,23.96
2017-01-01,12.875,23.67
2017-01-01,13.125,23.4
2017-01-01,13.375,23.15
2017-01-01,13.625,22.92
2017-01-01,13.875,22.83
2017-01-01,14.125,22.73
2017-01-01,14.375,22.81
2017-01-01,14.625,22.74
2017-01-01,14.875,22.64
2017-01-01,15.125,22.52
2017-01-01,15.375,22.26
2017-01-01,15.625,22.01
2017-01-01,15.875,21.89
2017-01-01,16.125,21.81
2017-01-01,16.375,21.67
2017-01-01,16.625,21.45
2017-01-01,16.875,21.05
2017-01-01,17.125,20.85
2017-01-01,17.375,20.55
2017-01-01,17.625,20.49
2017-01-01,17.875,20.48
2017-01-01,18.125,20.45
2017-01-01,18.375,20.41
2017-01-01,18.625,20.39
2017-01-01,18.875,20.33
2017-01-01,19.125,20.38
2017-01-01,19.375,20.42
2017-01-01,19.625,20.33
2017-01-01,19.875,20.15
2017-01-01,20.125,19.95
2017-01-01,20.375,19.73
2017-01-01,20.625,19.67
2017-01-01,20.875,19.75
2017-01-01,21.125,20.01
2017-01-01,21.375,20.15
2017-01-01,21.625,20.22
2017-01-01,21.875,20.09
2017-01-01,22.125,20.11
2017-01-01,22.375,20.03
2017-01-01,22.625,19.96
2017-01-01,22.875,20.01
2017-01-01,23.125,19.96
2017-01-01,23.375,19.96
2017-01-01,23.625,19.99
2017-01-01,23.875,20.03
2017-01-01,24.125,20.14
2017-01-01,24.375,20.24
2017-01-01,24.625,20.42
2017-02-01,12.625,21.07
2017-02-01,12.875,20.59
2017-02-01,13.125,20.34
2017-02-01,13.375,20.27
2017-02-01,13.625,20.11
2017-02-01,13.875,20.06
2017-02-01,14.125,19.94
2017-02-01,14.375,20.07
2017-02-01,14.625,20.16
2017-02-01,14.875,20.33
2017-02-01,15.125,20.51
2017-02-01,15.375,20.42
2017-02-01,15.625,20.19
2017-02-01,15.875,20.03
2017-02-01,16.125,19.89
2017-02-01,16.375,19.85
2017-02-01,16.625,19.84
2017-02-01,16.875,19.59
2017-02-01,17.125,19.58
2017-02-01,17.375,19.48
2017-02-01,17.625,19.54
2017-02-01,17.875,19.55
2017-02-01,18.125,19.51
2017-02-01,18.375,19.41
2017-02-01,18.625,19.23
2017-02-01,18.875,19.01
2017-02-01,19.125,18.97
2017-02-01,19.375,18.95
2017-02-01,19.625,18.89
2017-02-01,19.875,18.87
2017-02-01,20.125,18.81
2017-02-01,20.375,18.76
2017-02-01,20.625,18.76
2017-02-01,20.875,18.8
2017-02-01,21.125,18.94
2017-02-01,21.375,19.03
2017-02-01,21.625,19.09
2017-02-01,21.875,19.12
2017-02-01,22.125,19.25
2017-02-01,22.375,19.29
2017-02-01,22.625,19.28
2017-02-01,22.875,19.3
2017-02-01,23.125,19.25
2017-02-01,23.375,19.3
2017-02-01,23.625,19.39
2017-02-01,23.875,19.41
2017-02-01,24.125,19.43
2017-02-01,24.375,19.41
2017-02-01,24.625,19.46
2017-03-01,12.625,21.68
2017-03-01,12.875,21.44
2017-03-01,13.125,21.14
2017-03-01,13.375,20.9
2017-03-01,13.625,20.62
2017-03-01,13.875,20.72
2017-03-01,14.125,20.79
2017-03-01,14.375,21.05
2017-03-01,14.625,21.06
2017-03-01,14.875,21.01
2017-03-01,15.125,20.95
2017-03-01,15.375,20.86
2017-03-01,15.625,20.76
2017-03-01,15.875,20.71
2017-03-01,16.125,20.64
2017-03-01,16.375,20.54
2017-03-01,16.625,20.41
2017-03-01,16.875,20.11
2017-03-01,17.125,19.98
2017-03-01,17.375,19.83
2017-03-01,17.625,19.87
2017-03-01,17.875,19.89
2017-03-01,18.125,19.93
2017-03-01,18.375,19.91
2017-03-01,18.625,19.82
2017-03-01,18.875,19.69
2017-03-01,19.125,19.71
2017-03-01,19.375,19.74
2017-03-01,19.625,19.71
2017-03-01,19.875,19.77
2017-03-01,20.125,19.65
2017-03-01,20.375,19.5
2017-03-01,20.625,19.26
2017-03-01,20.875,19.12
2017-03-01,21.125,19.14
2017-03-01,21.375,19.18
2017-03-01,21.625,19.25
2017-03-01,21.875,19.26
2017-03-01,22.125,19.36
2017-03-01,22.375,19.41
2017-03-01,22.625,19.47
2017-03-01,22.875,19.53
2017-03-01,23.125,19.5
2017-03-01,23.375,19.52
2017-03-01,23.625,19.57
2017-03-01,23.875,19.51
2017-03-01,24.125,19.45
2017-03-01,24.375,19.38
2017-03-01,24.625,19.42
2017-04-01,12.625,23.26
2017-04-01,12.875,23.02
2017-04-01,13.125,22.85
2017-04-01,13.375,22.71
2017-04-01,13.625,22.54
2017-04-01,13.875,22.59
2017-04-01,14.125,22.59
2017-04-01,14.375,22.79
2017-04-01,14.625,22.87
2017-04-01,14.875,22.81
2017-04-01,15.125,22.63
2017-04-01,15.375,22.33
2017-04-01,15.625,21.99
2017-04-01,15.875,21.94
2017-04-01,16.125,21.88
2017-04-01,16.375,21.79
2017-04-01,16.625,21.7
2017-04-01,16.875,21.43
2017-04-01,17.125,21.37
2017-04-01,17.375,21.12
2017-04-01,17.625,21.06
2017-04-01,17.875,21.01
2017-04-01,18.125,20.94
2017-04-01,18.375,20.86
2017-04-01,18.625,20.78
2017-04-01,18.875,20.69
2017-04-01,19.125,20.7
2017-04-01,19.375,20.64
2017-04-01,19.625,20.55
2017-04-01,19.875,20.71
2017-04-01,20.125,20.62
2017-04-01,20.375,20.46
2017-04-01,20.625,20.09
2017-04-01,20.875,19.99
2017-04-01,21.125,20.16
2017-04-01,21.375,20.3
2017-04-01,21.625,20.44
2017-04-01,21.875,20.43
2017-04-01,22.125,20.49
2017-04-01,22.375,20.47
2017-04-01,22.625,20.47
2017-04-01,22.875,20.53
2017-04-01,23.125,20.5
2017-04-01,23.375,20.56
2017-04-01,23.625,20.61
2017-04-01,23.875,20.56
2017-04-01,24.125,20.49
2017-04-01,24.375,20.42
2017-04-01,24.625,20.47
2017-05-01,12.625,25.04
2017-05-01,12.875,24.74
2017-05-01,13.125,24.47
2017-05-01,13.375,24.25
2017-05-01,13.625,24
2017-05-01,13.875,23.9
2017-05-01,14.125,23.85
2017-05-01,14.375,23.93
2017-05-01,14.625,23.93
2017-05-01,14.875,23.87
2017-05-01,15.125,23.66
2017-05-01,15.375,23.33
2017-05-01,15.625,22.96
2017-05-01,15.875,22.77
2017-05-01,16.125,22.65
2017-05-01,16.375,22.55
2017-05-01,16.625,22.47
2017-05-01,16.875,22.29
2017-05-01,17.125,22.27
2017-05-01,17.375,22.14
2017-05-01,17.625,22.08
2017-05-01,17.875,21.95
2017-05-01,18.125,21.75
2017-05-01,18.375,21.5
2017-05-01,18.625,21.21
2017-05-01,18.875,20.94
2017-05-01,19.125,20.83
2017-05-01,19.375,20.75
2017-05-01,19.625,20.7
2017-05-01,19.875,20.9
2017-05-01,20.125,20.87
2017-05-01,20.375,20.79
2017-05-01,20.625,20.5
2017-05-01,20.875,20.45
2017-05-01,21.125,20.66
2017-05-01,21.375,20.86
2017-05-01,21.625,21.16
2017-05-01,21.875,21.27
2017-05-01,22.125,21.5
2017-05-01,22.375,21.48
2017-05-01,22.625,21.42
2017-05-01,22.875,21.54
2017-05-01,23.125,21.56
2017-05-01,23.375,21.75
2017-05-01,23.625,21.91
2017-05-01,23.875,21.9
2017-05-01,24.125,21.83
2017-05-01,24.375,21.75
2017-05-01,24.625,21.82
2017-06-01,12.625,27.09
2017-06-01,12.875,27.04
2017-06-01,13.125,26.92
2017-06-01,13.375,26.63
2017-06-01,13.625,26.27
2017-06-01,13.875,25.76
2017-06-01,14.125,25.53
2017-06-01,14.375,25.35
2017-06-01,14.625,25.22
2017-06-01,14.875,25.08
2017-06-01,15.125,24.91
2017-06-01,15.375,24.8
2017-06-01,15.625,24.66
2017-06-01,15.875,24.47
2017-06-01,16.125,24.31
2017-06-01,16.375,24.19
2017-06-01,16.625,24.07
2017-06-01,16.875,23.98
2017-06-01,17.125,23.85
2017-06-01,17.375,23.68
2017-06-01,17.625,23.46
2017-06-01,17.875,23.18
2017-06-01,18.125,22.86
2017-06-01,18.375,22.52
2017-06-01,18.625,22.19
