treatment,t_day,N_umol,P_umol,B_units
Control,0.8,0.06265614294749126,0.5062656142947495,1.4937343857052507
Control,0.8200000000000001,0.04855784972152991,0.5048557849721533,1.495144215027847
Control,0.84,0.03750879478222758,0.5037508794782231,1.4962491205217772
Control,0.86,0.02889823179302562,0.5028898231793029,1.4971101768206971
Control,0.88,0.02221833382154814,0.5022218333821551,1.497778166617845
Control,0.9,0.017054818351125656,0.5017054818351129,1.4982945181648872
Control,0.92,0.013074744188431218,0.5013074744188435,1.4986925255811565
Control,0.9400000000000001,0.010013659569376575,0.501001365956938,1.498998634043062
Control,0.96,0.007663421203387428,0.5007663421203391,1.499233657879661
Control,0.98,0.005861359554829488,0.5005861359554833,1.4994138640445167
Control,1.0,0.0044810367387244105,0.5004481036738728,1.4995518963261272
Control,1.02,0.003424589490228615,0.5003424589490232,1.4996575410509767
Control,1.04,0.0026165161730558393,0.500261651617306,1.499738348382694
Control,1.06,0.001998711693976188,0.5001998711693979,1.499800128830602
Control,1.08,0.0015265442534209634,0.5001526544253425,1.4998473455746575
Control,1.1,0.0011657811457166148,0.500116578114572,1.499883421885428
Control,1.12,0.0008901950802888459,0.5000890195080293,1.4999109804919708
Control,1.1400000000000001,0.0006797092700745377,0.5000679709270078,1.4999320290729923
Control,1.16,0.0005189650957960271,0.5000518965095799,1.49994810349042
Control,1.18,0.0003962191874178102,0.5000396219187422,1.499960378081258
Control,1.2,0.0003024958429128578,0.5000302495842917,1.4999697504157086
Control,1.22,0.00023093675007576674,0.500023093675008,1.4999769063249921
Control,1.24,0.00017630265401921228,0.5000176302654024,1.4999823697345978
Control,1.26,0.00013459181863905513,0.5000134591818644,1.4999865408181359
Control,1.28,0.00010274812475243657,0.5000102748124756,1.4999897251875245
Control,1.3,7.843784590900777e-05,0.5000078437845913,1.4999921562154088
Control,1.32,5.987902825924611e-05,0.5000059879028264,1.499994012097174
Control,1.34,4.571111409779203e-05,0.5000045711114103,1.49999542888859
Control,1.36,3.4895328396920995e-05,0.5000034895328401,1.4999965104671602
Control,1.3800000000000001,2.663861355665416e-05,0.5000026638613562,1.4999973361386443
Control,1.4000000000000001,2.0335506850906942e-05,0.5000020335506856,1.4999979664493148
Control,1.42,1.5523789399479432e-05,0.5000015523789404,1.49999844762106
Control,1.44,1.1850589787345772e-05,0.5000011850589792,1.499998814941021
Control,1.46,9.046522521164494e-06,0.5000009046522526,1.4999990953477478
Control,1.48,6.905946432098272e-06,0.5000006905946437,1.4999993094053568
Control,1.5,5.2718677213274905e-06,0.5000005271867726,1.4999994728132278
Control,1.52,4.024439914598606e-06,0.5000004024439919,1.4999995975560083
Control,1.54,3.072178569339072e-06,0.5000003072178574,1.4999996927821428
Control,1.56,2.345240587489446e-06,0.5000002345240592,1.4999997654759412
Control,1.58,1.7903081676762272e-06,0.5000001790308172,1.499999820969183
Control,1.6,1.3666859274501653e-06,0.5000001366685932,1.4999998633314071
Control,1.62,1.0433009293785646e-06,0.5000001043300933,1.4999998956699068
Control,1.6400000000000001,7.964337563930296e-07,0.5000000796433761,1.499999920356624
Control,1.6600000000000001,6.079817873582968e-07,0.5000000607981792,1.4999999392018208
Control,1.68,4.6412093938537847e-07,0.5000000464120944,1.4999999535879058
Control,1.7,3.543009391228559e-07,0.5000000354300943,1.4999999645699058
Control,1.72,2.704649521248387e-07,0.5000000270464957,1.4999999729535045
Control,1.74,2.0646801499896225e-07,0.5000000206468019,1.4999999793531982
Control,1.76,1.576134873721424e-07,0.5000000157613492,1.499999984238651
Control,1.78,1.203191028658855e-07,0.5000000120319107,1.4999999879680894
Control,1.8,9.184863438269185e-08,0.5000000091848639,1.4999999908151365
Control,1.82,7.011563629063929e-08,0.500000007011564,1.4999999929884362
Control,1.84,5.352485020417947e-08,0.5000000053524855,1.4999999946475149
Control,1.86,4.085983944544591e-08,0.5000000040859843,1.4999999959140158
Control,1.8800000000000001,3.119139263332215e-08,0.5000000031191396,1.4999999968808604
Control,1.9000000000000001,2.3810961616821987e-08,0.5000000023810965,1.4999999976189036
Control,1.92,1.8176803439114676e-08,0.5000000018176807,1.4999999981823193
Control,1.94,1.3875821430541099e-08,0.5000000013875825,1.4999999986124177
Control,1.96,1.0592459424014741e-08,0.5000000010592464,1.4999999989407538
Control,1.98,8.086097547121267e-09,0.5000000008086102,1.4999999991913902
Control,2.0,6.172762254858549e-09,0.5000000006172767,1.4999999993827235
Control,2.02,4.7121677256994825e-09,0.5000000004712172,1.499999999528783
Control,2.04,3.5971524689804877e-09,0.5000000003597157,1.4999999996402846
Control,2.06,2.7460030329519093e-09,0.5000000002746008,1.4999999997253994
Control,2.08,2.0962428108132167e-09,0.5000000002096248,1.4999999997903755
Control,2.1,1.600231355161758e-09,0.5000000001600235,1.4999999998399767
Control,2.12,1.2215770958741585e-09,0.5000000001221582,1.499999999877842
Control,2.14,9.325305049406088e-10,0.5000000000932535,1.4999999999067466
Control,2.16,7.118748022101299e-10,0.5000000000711879,1.4999999999288123
Control,2.18,5.434315019100249e-10,0.5000000000543436,1.4999999999456566
Control,2.2,4.1484218740691764e-10,0.5000000000414847,1.4999999999585156
Control,2.22,3.166832414598893e-10,0.5000000000316688,1.4999999999683316
Control,2.24,2.417495391819263e-10,0.5000000000241754,1.499999999975825
Control,2.2600000000000002,1.84546938225984e-10,0.5000000000184551,1.499999999981545
Control,2.2800000000000002,1.4087857486525796e-10,0.5000000000140883,1.499999999985912
Control,2.3000000000000003,1.0754423029241619e-10,0.5000000000107548,1.4999999999892453
Control,2.32,8.209707590980103e-11,0.5000000000082101,1.49999999999179
Control,2.34,6.267132523652114e-11,0.5000000000062675,1.4999999999937326
Control,2.36,4.784174188332886e-11,0.5000000000047846,1.4999999999952154
Control,2.38,3.652154567499995e-11,0.5000000000036525,1.4999999999963474
Control,2.4,2.787980442481637e-11,0.5000000000027883,1.4999999999972116
Control,2.42,2.1282905283180426e-11,0.5000000000021287,1.4999999999978713
Control,2.44,1.6246844266207545e-11,0.5000000000016251,1.4999999999983749
Control,2.46,1.2402555625696097e-11,0.5000000000012407,1.4999999999987594
Control,2.48,9.46785846051705e-12,0.5000000000009472,1.4999999999990528
Control,2.5,7.2275806450580455e-12,0.5000000000007232,1.4999999999992768
Control,2.52,5.517356563819138e-12,0.5000000000005522,1.499999999999448
Control,2.54,4.211853118559784e-12,0.5000000000004217,1.4999999999995786
Control,2.56,3.2152429214112713e-12,0.500000000000322,1.4999999999996783
Control,2.58,2.4544544687507135e-12,0.5000000000002459,1.4999999999997542
Control,2.6,1.8736699234203883e-12,0.5000000000001877,1.4999999999998124
Control,2.62,1.4303267187502593e-12,0.5000000000001434,1.4999999999998568
Control,2.64,1.0918822970105155e-12,0.5000000000001096,1.4999999999998905
Control,2.66,8.335218982674869e-13,0.5000000000000837,1.4999999999999165
Control,2.68,6.362900315239233e-13,0.5000000000000641,1.4999999999999363
Control,2.7,4.857326371026058e-13,0.500000000000049,1.4999999999999512
Control,2.72,3.707984061123062e-13,0.5000000000000375,1.4999999999999627
Control,2.74,2.8306035566602327e-13,0.5000000000000288,1.4999999999999716
Control,2.7600000000000002,2.160812847319862e-13,0.500000000000022,1.4999999999999782
Control,2.7800000000000002,1.6495265847557052e-13,0.5000000000000169,1.4999999999999833
Control,2.8000000000000003,1.259215012019132e-13,0.500000000000013,1.4999999999999873
Control,2.82,9.61260467376865e-14,0.50000000000001,1.4999999999999902
Control,2.84,7.338025004035665e-14,0.5000000000000078,1.4999999999999925
Control,2.86,5.601719435707705e-14,0.500000000000006,1.4999999999999942
Control,2.88,4.2762385715698845e-14,0.5000000000000047,1.4999999999999956
Control,2.9,3.264398096184447e-14,0.5000000000000037,1.4999999999999967
Control,2.92,2.491960885304614e-14,0.5000000000000029,1.4999999999999976
Control,2.94,1.90231918214462e-14,0.5000000000000023,1.499999999999998
Control,2.96,1.4521917342503074e-14,0.5000000000000019,1.4999999999999984
Control,2.98,1.1085751772827597e-14,0.5000000000000016,1.499999999999999
Control,3.0,8.462589116925345e-15,0.5000000000000013,1.4999999999999991
Control,3.02,6.460191932654474e-15,0.5000000000000011,1.4999999999999993
Control,3.04,4.931578998060125e-15,0.5000000000000009,1.4999999999999996
Control,3.06,3.7646723453365344e-15,0.5000000000000008,1.4999999999999996
Control,3.08,2.8738578917601468e-15,0.5000000000000008,1.4999999999999998
Control,3.1,2.1938526509354694e-15,0.5000000000000007,1.4999999999999998
Control,3.12,1.674742448982676e-15,0.5000000000000007,1.4999999999999998
Control,3.14,1.2784661029918255e-15,0.5000000000000006,1.5
Control,3.16,9.759494485575125e-16,0.5000000000000006,1.5
Control,3.18,7.450226718014768e-16,0.5000000000000006,1.5
Control,3.2,5.687351397042944e-16,0.5000000000000006,1.5
Control,3.22,4.3416144263492107e-16,0.5000000000000006,1.5
Control,3.24,3.3142812275813046e-16,0.5000000000000006,1.5
Control,3.2600000000000002,2.53006409186838e-16,0.5000000000000006,1.5
Control,3.2800000000000002,1.931399418047522e-16,0.5000000000000006,1.5
Control,3.3000000000000003,1.4743930858215413e-16,0.5000000000000006,1.5
Control,3.3200000000000003,1.1255152684120416e-16,0.5000000000000006,1.5
Control,3.34,8.591985923708282e-17,0.5000000000000006,1.5
Control,3.36,6.558947129544081e-17,0.5000000000000006,1.5
Control,3.38,5.006973807543561e-17,0.5000000000000006,1.5
Control,3.4,3.822200146706022e-17,0.5000000000000006,1.5
Control,3.42,2.9178004759035635e-17,0.5000000000000006,1.5
Control,3.44,2.2273894796780883e-17,0.5000000000000006,1.5
Control,3.46,1.7003461933259262e-17,0.5000000000000006,1.5
Control,3.48,1.2980022902835756e-17,0.5000000000000006,1.5
Control,3.5,9.90872156074092e-18,0.5000000000000006,1.5
Control,3.52,7.564116307376735e-18,0.5000000000000006,1.5
Control,3.54,5.7743005821242235e-18,0.5000000000000006,1.5
Control,3.56,4.40795845563808e-18,0.5000000000000006,1.5
Control,3.58,3.364958083293454e-18,0.5000000000000006,1.5
Control,3.6,2.5687404934583666e-18,0.5000000000000006,1.5
Control,3.62,1.9609269773175596e-18,0.5000000000000006,1.5
Control,3.64,1.496923225180617e-18,0.5000000000000006,1.5
Control,3.66,1.1427249048135809e-18,0.5000000000000006,1.5
Control,3.68,8.723329275486893e-19,0.5000000000000006,1.5
Control,3.7,6.659221416833858e-19,0.5000000000000006,1.5
Control,3.72,5.083485165834659e-19,0.5000000000000006,1.5
Control,3.74,3.880643311916491e-19,0.5000000000000006,1.5
Control,3.7600000000000002,2.9624040981312156e-19,0.5000000000000006,1.5
Control,3.7800000000000002,2.261442184812026e-19,0.5000000000000006,1.5
Control,3.8000000000000003,1.7263291127133676e-19,0.5000000000000006,1.5
Control,3.8200000000000003,1.3178493310932886e-19,0.5000000000000006,1.5
Control,3.84,1.006019349204819e-19,0.5000000000000006,1.5
Control,3.86,7.679757790181626e-20,0.5000000000000006,1.5
Control,3.88,5.862537428910569e-20,0.5000000000000006,1.5
Control,3.9,4.475358129746138e-20,0.5000000000000006,1.5
Control,3.92,3.416397282237547e-20,0.5000000000000006,1.5
Control,3.94,2.6080118303248888e-20,0.5000000000000006,1.5
Control,3.96,1.990891820816086e-20,0.5000000000000006,1.5
Control,3.98,1.5198118568583795e-20,0.5000000000000006,1.5
Control,4.0,1.1601934296100441e-20,0.5000000000000006,1.5
Control,4.0200000000000005,8.85669300119117e-21,0.5000000000000006,1.5
Control,4.04,6.760980702052273e-21,0.5000000000000006,1.5
Control,4.0600000000000005,5.1612139482082705e-21,0.5000000000000006,1.5
Control,4.08,3.939965650683143e-21,0.5000000000000006,1.5
Control,4.1,3.007693830421713e-21,0.5000000000000006,1.5
Control,4.12,2.2959991886845242e-21,0.5000000000000006,1.5
Control,4.14,1.7527254639428926e-21,0.5000000000000006,1.5
Control,4.16,1.3379949353601043e-21,0.5000000000000006,1.5
Control,4.18,1.0213995422828939e-21,0.5000000000000006,1.5
Control,4.2,7.797111849231819e-22,0.5000000000000006,1.5
Control,4.22,5.952178271974672e-22,0.5000000000000006,1.5
Control,4.24,4.543771712169325e-22,0.5000000000000006,1.5
Control,4.26,3.4686277387131113e-22,0.5000000000000006,1.5
Control,4.28,2.647864750521252e-22,0.5000000000000006,1.5
Control,4.3,2.021333455250224e-22,0.5000000000000006,1.5
Control,4.32,1.54304480732235e-22,0.5000000000000006,1.5
Control,4.34,1.1779306619698565e-22,0.5000000000000006,1.5
Control,4.36,8.992031758199963e-23,0.5000000000000006,1.5
Control,4.38,6.864359148232179e-23,0.5000000000000006,1.5
Control,4.4,5.240112021974196e-23,0.5000000000000006,1.5
Control,4.42,4.000200508468324e-23,0.5000000000000006,1.5
Control,4.44,3.0536542746210684e-23,0.5000000000000006,1.5
Control,4.46,2.3311060524689968e-23,0.5000000000000006,1.5
Control,4.48,1.779518901365392e-23,0.5000000000000006,1.5
Control,4.5,1.358450427055754e-23,0.5000000000000006,1.5
Control,4.5200000000000005,1.0370075061632271e-23,0.5000000000000006,1.5
Control,4.54,7.9163332082603e-24,0.5000000000000006,1.5
Control,4.5600000000000005,6.043167602214051e-24,0.5000000000000006,1.5
Control,4.58,4.613237658615646e-24,0.5000000000000006,1.5
Control,4.6000000000000005,3.521631694774361e-24,0.5000000000000006,1.5
Control,4.62,2.6883517975439092e-24,0.5000000000000006,1.5
Control,4.64,2.052233029973955e-24,0.5000000000000006,1.5
Control,4.66,1.5666351359611539e-24,0.5000000000000006,1.5
Control,4.68,1.1959305713730679e-24,0.5000000000000006,1.5
Control,4.7,9.129523981906556e-25,0.5000000000000006,1.5
Control,4.72,6.969292739411995e-25,0.5000000000000006,1.5
Control,4.74,5.320223736239322e-25,0.5000000000000006,1.5
Control,4.76,4.061327405892573e-25,0.5000000000000006,1.5
Control,4.78,3.100346026600919e-25,0.5000000000000006,1.5
Control,4.8,2.366741036627663e-25,0.5000000000000006,1.5
Control,4.82,1.8067244857417932e-25,0.5000000000000006,1.5
Control,4.84,1.3792088514734304e-25,0.5000000000000006,1.5
Control,4.86,1.0528638189362358e-25,0.5000000000000006,1.5
Control,4.88,8.037348040756813e-26,0.5000000000000006,1.5
Control,4.9,6.135556565307767e-26,0.5000000000000006,1.5
Control,4.92,4.6837323512079667e-26,0.5000000000000006,1.5
Control,4.94,3.5754790327076086e-26,0.5000000000000006,1.5
Control,4.96,2.729447900235992e-26,0.5000000000000006,1.5
Control,4.98,2.08360791383392e-26,0.5000000000000006,1.5
Control,5.0,1.5905748222479836e-26,0.5000000000000006,1.5
Control,5.0200000000000005,1.2142168895354558e-26,0.5000000000000006,1.5
Control,5.04,9.269084531769492e-27,0.5000000000000006,1.5
Control,5.0600000000000005,7.075840459427934e-27,0.5000000000000006,1.5
Control,5.08,5.401521853648877e-27,0.5000000000000006,1.5
Control,5.1000000000000005,4.123426934814639e-27,0.5000000000000006,1.5
Control,5.12,3.1477401730093483e-27,0.5000000000000006,1.5
Control,5.14,2.4029241718108032e-27,0.5000000000000006,1.5
Control,5.16,1.834332967386656e-27,0.5000000000000006,1.5
Control,5.18,1.400297577252453e-27,0.5000000000000006,1.5
Control,5.2,1.0689586617552853e-27,0.5000000000000006,1.5
Control,5.22,8.160224369925064e-28,0.5000000000000006,1.5
Control,5.24,6.229313749732484e-28,0.5000000000000006,1.5
Control,5.26,4.755348732636653e-28,0.5000000000000006,1.5
Control,5.28,3.6301364081432883e-28,0.5000000000000006,1.5
Control,5.3,2.7711761589770974e-28,0.5000000000000006,1.5
Control,5.32,2.1154474396156214e-28,0.5000000000000006,1.5
Control,5.34,1.6148954291100748e-28,0.5000000000000006,1.5
Control,5.36,1.2327782928564015e-28,0.5000000000000006,1.5
Control,5.38,9.41079185565774e-29,0.5000000000000006,1.5
Control,5.4,7.183966082890612e-29,0.5000000000000006,1.5
Control,5.42,5.484113560509884e-29,0.5000000000000006,1.5
Control,5.44,4.1864606407869075e-29,0.5000000000000006,1.5
Control,5.46,3.1958633543962217e-29,0.5000000000000006,1.5
Control,5.48,2.4396431560360898e-29,0.5000000000000006,1.5
Control,5.5,1.8623807462965056e-29,0.5000000000000006,1.5
Control,5.5200000000000005,1.4217035454321942e-29,0.5000000000000006,1.5
Control,5.54,1.0853010816334607e-29,0.5000000000000006,1.5
Control,5.5600000000000005,8.284920418776331e-30,0.5000000000000006,1.5
Control,5.58,6.324562768268878e-30,0.5000000000000006,1.5
Control,5.6000000000000005,4.828042455248177e-30,0.5000000000000006,1.5
Control,5.62,3.6856345443382885e-30,0.5000000000000006,1.5
Control,5.64,2.8135223864863675e-30,0.5000000000000006,1.5
Control,5.66,2.147793585673411e-30,0.5000000000000006,1.5
Control,5.68,1.63958189628014e-30,0.5000000000000006,1.5
Control,5.7,1.2516252148182598e-30,0.5000000000000006,1.5
Control,5.72,9.554597774192004e-31,0.5000000000000006,1.5
Control,5.74,7.293812166437713e-31,0.5000000000000006,1.5
Control,5.76,5.567947712819711e-31,0.5000000000000006,1.5
Control,5.78,4.25046395545471e-31,0.5000000000000006,1.5
Control,5.8,3.244699209257131e-31,0.5000000000000006,1.5
Control,5.82,2.4769464009081965e-31,0.5000000000000006,1.5
Control,5.84,1.890850454193907e-31,0.5000000000000006,1.5
Control,5.86,1.4434387884429833e-31,0.5000000000000006,1.5
Control,5.88,1.1018855222761206e-31,0.5000000000000006,1.5
Control,5.9,8.411600590982273e-32,0.5000000000000006,1.5
Control,5.92,6.421244639013914e-32,0.5000000000000006,1.5
Control,5.94,4.9018543806446074e-32,0.5000000000000006,1.5
Control,5.96,3.7419545723614186e-32,0.5000000000000006,1.5
Control,5.98,2.856542413524572e-32,0.5000000000000006,1.5
Control,6.0,2.1806263220135324e-32,0.5000000000000006,1.5
Control,6.0200000000000005,1.6646481001777318e-32,0.5000000000000006,1.5
Control,6.04,1.2707512476153344e-32,0.5000000000000006,1.5
Control,6.0600000000000005,9.700691886170367e-33,0.5000000000000006,1.5
Control,6.08,7.405310689094805e-33,0.5000000000000006,1.5
Control,6.1000000000000005,5.653071434286306e-33,0.5000000000000006,1.5
Control,6.12,4.315415118192822e-33,0.5000000000000006,1.5
Control,6.140000000000001,3.2943121245065355e-33,0.5000000000000006,1.5
Control,6.16,2.5148108068045922e-33,0.5000000000000006,1.5
Control,6.18,1.9197580940819993e-33,0.5000000000000006,1.5
Control,6.2,1.4654959164725877e-33,0.5000000000000006,1.5
Control,6.22,1.1187338491950849e-33,0.5000000000000006,1.5
Control,6.24,8.540186441244675e-34,0.5000000000000006,1.5
Control,6.26,6.519413707459373e-34,0.5000000000000006,1.5
Control,6.28,4.9767594133498195e-34,0.5000000000000006,1.5
Control,6.3,3.7991707465251505e-34,0.5000000000000006,1.5
Control,6.32,2.900209600414948e-34,0.5000000000000006,1.5
Control,6.34,2.213964104124974e-34,0.5000000000000006,1.5
Control,6.36,1.6900855184900424e-34,0.5000000000000006,1.5
Control,6.38,1.2901816076842005e-34,0.5000000000000006,1.5
Control,6.4,9.848983724426917e-35,0.5000000000000006,1.5
Control,6.42,7.518524324887584e-35,0.5000000000000006,1.5
Control,6.44,5.739455783511807e-35,0.5000000000000006,1.5
Control,6.46,4.3813997629063167e-35,0.5000000000000006,1.5
Control,6.48,3.3446713778944796e-35,0.5000000000000006,1.5
Control,6.5,2.553257657547624e-35,0.5000000000000006,1.5
Control,6.5200000000000005,1.9490938375898107e-35,0.5000000000000006,1.5
Control,6.54,1.487904010416985e-35,0.5000000000000006,1.5
Control,6.5600000000000005,1.1358356292499086e-35,0.5000000000000006,1.5
Control,6.58,8.670750248484465e-36,0.5000000000000006,1.5
Control,6.6000000000000005,6.619036596891628e-36,0.5000000000000006,1.5
Control,6.62,5.0528563108024066e-36,0.5000000000000006,1.5
Control,6.640000000000001,3.85724763634531e-36,0.5000000000000006,1.5
Control,6.66,2.944548492759828e-36,0.5000000000000006,1.5
Control,6.68,2.2477955974231908e-36,0.5000000000000006,1.5
Control,6.7,1.715927688807066e-36,0.5000000000000006,1.5
Control,6.72,1.3099042629889335e-36,0.5000000000000006,1.5
Control,6.74,9.999556644743244e-37,0.5000000000000006,1.5
Control,6.76,7.633414582067522e-37,0.5000000000000006,1.5
Control,6.78,5.827214652670747e-37,0.5000000000000006,1.5
Control,6.8,4.448377029332515e-37,0.5000000000000006,1.5
Control,6.82,3.3958052766762307e-37,0.5000000000000006,1.5
Control,6.84,2.5922738815094463e-37,0.5000000000000006,1.5
Control,6.86,1.9788963619969003e-37,0.5000000000000006,1.5
Control,6.88,1.510649194311409e-37,0.5000000000000006,1.5
Control,6.9,1.153200475459503e-37,0.5000000000000006,1.5
Control,6.92,8.803247622030734e-38,0.5000000000000006,1.5
Control,6.94,6.720244653643852e-38,0.5000000000000006,1.5
