treatment,t_day,N_umol,P_umol,B_units
+N,2.56,10.000000000000213,2.0387124045942974e-14,1.9999999999999802
+N,2.58,10.000000000000151,1.4223391628183744e-14,1.9999999999999865
+N,2.6,10.000000000000108,9.923067526051696e-15,1.9999999999999907
+N,2.62,10.000000000000078,6.923297835220511e-15,1.9999999999999938
+N,2.64,10.000000000000057,4.830286891587136e-15,1.9999999999999958
+N,2.66,10.000000000000043,3.3699241727620728e-15,1.9999999999999971
+N,2.68,10.000000000000032,2.351055641168561e-15,1.9999999999999982
+N,2.7,10.000000000000025,1.6403252712179833e-15,1.999999999999999
+N,2.72,10.000000000000021,1.1444317208477906e-15,1.9999999999999993
+N,2.74,10.000000000000018,7.984304466216513e-16,1.9999999999999998
+N,2.7600000000000002,10.000000000000014,5.570316450390563e-16,2.0
+N,2.7800000000000002,10.000000000000012,3.8863949803056554e-16,2.0
+N,2.8000000000000003,10.000000000000012,2.711482760917808e-16,2.0000000000000004
+N,2.82,10.00000000000001,1.8917077815728303e-16,2.0000000000000004
+N,2.84,10.00000000000001,1.319765675221094e-16,2.0000000000000004
+N,2.86,10.00000000000001,9.207970033729884e-17,2.0000000000000004
+N,2.88,10.00000000000001,6.424270342059433e-17,2.0000000000000004
+N,2.9,10.000000000000009,4.481991319350167e-17,2.0000000000000004
+N,2.92,10.000000000000009,3.1268985397941166e-17,2.0000000000000004
+N,2.94,10.000000000000009,2.1816287992271443e-17,2.0000000000000004
+N,2.96,10.000000000000009,1.5220915295030027e-17,2.0000000000000004
+N,2.98,10.000000000000009,1.0619106387577583e-17,2.0000000000000004
+N,3.0,10.000000000000009,7.408507935720148e-18,2.0000000000000004
+N,3.02,10.000000000000009,5.168896293300975e-18,2.0000000000000004
+N,3.04,10.000000000000009,3.6062657715648055e-18,2.0000000000000004
+N,3.06,10.000000000000009,2.5159669538815678e-18,2.0000000000000004
+N,3.08,10.000000000000009,1.75528528140995e-18,2.0000000000000004
+N,3.1,10.000000000000009,1.2246578749036277e-18,2.0000000000000004
+N,3.12,10.000000000000009,8.544264627375227e-19,2.0000000000000004
+N,3.14,10.000000000000009,5.961038040290493e-19,2.0000000000000004
+N,3.16,10.000000000000009,4.158767792201766e-19,2.0000000000000004
+N,3.18,10.000000000000009,2.9015612336955123e-19,2.0000000000000004
+N,3.2,10.000000000000009,2.0243781974764725e-19,2.0000000000000004
+N,3.22,10.000000000000009,1.4123386820708792e-19,2.0000000000000004
+N,3.24,10.000000000000009,9.853298339949722e-20,2.0000000000000004
+N,3.2600000000000002,10.000000000000009,6.874620059538885e-20,2.0000000000000004
+N,3.2800000000000002,10.000000000000009,4.7963250965895e-20,2.0000000000000004
+N,3.3000000000000003,10.000000000000009,3.346230202511055e-20,2.0000000000000004
+N,3.3200000000000003,10.000000000000009,2.3345253456590453e-20,2.0000000000000004
+N,3.34,10.000000000000009,1.6287921279821703e-20,2.0000000000000004
+N,3.36,10.000000000000009,1.1363852100784009e-20,2.0000000000000004
+N,3.38,10.000000000000009,7.928166742398529e-21,2.0000000000000004
+N,3.4,10.000000000000009,5.531151500231937e-21,2.0000000000000004
+N,3.42,10.000000000000009,3.859069698689051e-21,2.0000000000000004
+N,3.44,10.000000000000009,2.692418298757869e-21,2.0000000000000004
+N,3.46,10.000000000000009,1.878407165415724e-21,2.0000000000000004
+N,3.48,10.000000000000009,1.3104863896810881e-21,2.0000000000000004
+N,3.5,10.000000000000009,9.143228705181344e-22,2.0000000000000004
+N,3.52,10.000000000000009,6.379101233626618e-22,2.0000000000000004
+N,3.54,10.000000000000009,4.450478393971928e-22,2.0000000000000004
+N,3.56,10.000000000000009,3.1049132851765034e-22,2.0000000000000004
+N,3.58,10.000000000000009,2.1662897455221347e-22,2.0000000000000004
+N,3.6,10.000000000000009,1.5113896888767449e-22,2.0000000000000004
+N,3.62,10.000000000000009,1.0544443345342285e-22,2.0000000000000004
+N,3.64,10.000000000000009,7.356418643013556e-23,2.0000000000000004
+N,3.66,10.000000000000009,5.1325537322445026e-23,2.0000000000000004
+N,3.68,10.000000000000009,3.5809100811906614e-23,2.0000000000000004
+N,3.7,10.000000000000009,2.4982771652982743e-23,2.0000000000000004
+N,3.72,10.000000000000009,1.7429438532033516e-23,2.0000000000000004
+N,3.74,10.000000000000009,1.2160472932501142e-23,2.0000000000000004
+N,3.7600000000000002,10.000000000000009,8.484189818115498e-24,2.0000000000000004
+N,3.7800000000000002,10.000000000000009,5.91912592276162e-24,2.0000000000000004
+N,3.8000000000000003,10.000000000000009,4.129527454645839e-24,2.0000000000000004
+N,3.8200000000000003,10.000000000000009,2.881160327910015e-24,2.0000000000000004
+N,3.84,10.000000000000009,2.0101447743106022e-24,2.0000000000000004
+N,3.86,10.000000000000009,1.4024085148024694e-24,2.0000000000000004
+N,3.88,10.000000000000009,9.78401970168578e-25,2.0000000000000004
+N,3.9,10.000000000000009,6.826284537780114e-25,2.0000000000000004
+N,3.92,10.000000000000009,4.762602087308916e-25,2.0000000000000004
+N,3.94,10.000000000000009,3.3227028247996167e-25,2.0000000000000004
+N,3.96,10.000000000000009,2.318111274821039e-25,2.0000000000000004
+N,3.98,10.000000000000009,1.617340074390711e-25,2.0000000000000004
+N,4.0,10.000000000000009,1.1283952744059585e-25,2.0000000000000004
+N,4.0200000000000005,10.000000000000009,7.872423723472876e-26,2.0000000000000004
+N,4.04,10.000000000000009,5.492261919225936e-26,2.0000000000000004
+N,4.0600000000000005,10.000000000000009,3.8319365413982444e-26,2.0000000000000004
+N,4.08,10.000000000000009,2.6734878790202837e-26,2.0000000000000004
+N,4.1,10.000000000000009,1.8652000660226767e-26,2.0000000000000004
+N,4.12,10.000000000000009,1.3012723468897155e-26,2.0000000000000004
+N,4.14,10.000000000000009,9.078942573555592e-27,2.0000000000000004
+N,4.16,10.000000000000009,6.334249709642858e-27,2.0000000000000004
+N,4.18,10.000000000000009,4.4191870362844425e-27,2.0000000000000004
+N,4.2,10.000000000000009,3.083082609102022e-27,2.0000000000000004
+N,4.22,10.000000000000009,2.1510585408557316e-27,2.0000000000000004
+N,4.24,10.000000000000009,1.5007630929979652e-27,2.0000000000000004
+N,4.26,10.000000000000009,1.0470305259696944e-27,2.0000000000000004
+N,4.28,10.000000000000009,7.304695590640194e-28,2.0000000000000004
+N,4.3,10.000000000000009,5.096466696094895e-28,2.0000000000000004
+N,4.32,10.000000000000009,3.5557326669267425e-28,2.0000000000000004
+N,4.34,10.000000000000009,2.4807117537937625e-28,2.0000000000000004
+N,4.36,10.000000000000009,1.7306891977007187e-28,2.0000000000000004
+N,4.38,10.000000000000009,1.207497252681527e-28,2.0000000000000004
+N,4.4,10.000000000000009,8.424537395434909e-29,2.0000000000000004
+N,4.42,10.000000000000009,5.877508489746385e-29,2.0000000000000004
+N,4.44,10.000000000000009,4.100492706192913e-29,2.0000000000000004
+N,4.46,10.000000000000009,2.860902861095221e-29,2.0000000000000004
+N,4.48,10.000000000000009,1.996011426483982e-29,2.0000000000000004
+N,4.5,10.000000000000009,1.3925481666384988e-29,2.0000000000000004
+N,4.5200000000000005,10.000000000000009,9.715228162213822e-30,2.0000000000000004
+N,4.54,10.000000000000009,6.778288863553692e-30,2.0000000000000004
+N,4.5600000000000005,10.000000000000009,4.729116184840626e-30,2.0000000000000004
+N,4.58,10.000000000000009,3.2993408683139624e-30,2.0000000000000004
+N,4.6000000000000005,10.000000000000009,2.301812611477737e-30,2.0000000000000004
+N,4.62,10.000000000000009,1.6059685403015475e-30,2.0000000000000004
+N,4.64,10.000000000000009,1.1204615160504182e-30,2.0000000000000004
+N,4.66,10.000000000000009,7.8170726342658366e-31,2.0000000000000004
+N,4.68,10.000000000000009,5.45364577124942e-31,2.0000000000000004
+N,4.7,10.000000000000009,3.804994157605271e-31,2.0000000000000004
+N,4.72,10.000000000000009,2.654690559251474e-31,2.0000000000000004
+N,4.74,10.000000000000009,1.852085825876307e-31,2.0000000000000004
+N,4.76,10.000000000000009,1.2921230881245273e-31,2.0000000000000004
+N,4.78,10.000000000000009,9.015108438358171e-32,2.0000000000000004
+N,4.8,10.000000000000009,6.289713537168734e-32,2.0000000000000004
+N,4.82,10.000000000000009,4.3881156884428547e-32,2.0000000000000004
+N,4.84,10.000000000000009,3.061405424727392e-32,2.0000000000000004
+N,4.86,10.000000000000009,2.1359344269402683e-32,2.0000000000000004
+N,4.88,10.000000000000009,1.4902112128201498e-32,2.0000000000000004
+N,4.9,10.000000000000009,1.039668843966641e-32,2.0000000000000004
+N,4.92,10.000000000000009,7.253336203560742e-33,2.0000000000000004
+N,4.94,10.000000000000009,5.0606333882540616e-33,2.0000000000000004
+N,4.96,10.000000000000009,3.5307322753120874e-33,2.0000000000000004
+N,4.98,10.000000000000009,2.4632698448716146e-33,2.0000000000000004
+N,5.0,10.000000000000009,1.7185207048024247e-33,2.0000000000000004
+N,5.0200000000000005,10.000000000000009,1.1990073275329087e-33,2.0000000000000004
+N,5.04,10.000000000000009,8.365304389529545e-34,2.0000000000000004
+N,5.0600000000000005,10.000000000000009,5.83618366931511e-34,2.0000000000000004
+N,5.08,10.000000000000009,4.071662101344186e-34,2.0000000000000004
+N,5.1000000000000005,10.000000000000009,2.8407878247303496e-34,2.0000000000000004
+N,5.12,10.000000000000009,1.981977450366043e-34,2.0000000000000004
+N,5.14,10.000000000000009,1.3827571466802134e-34,2.0000000000000004
+N,5.16,10.000000000000009,9.646920296737858e-35,2.0000000000000004
+N,5.18,10.000000000000009,6.730630647388447e-35,2.0000000000000004
+N,5.2,10.000000000000009,4.695865722084534e-35,2.0000000000000004
+N,5.22,10.000000000000009,3.276143169975931e-35,2.0000000000000004
+N,5.24,10.000000000000009,2.2856285441979273e-35,2.0000000000000004
+N,5.26,10.000000000000009,1.59467695958124e-35,2.0000000000000004
+N,5.28,10.000000000000009,1.112583540028465e-35,2.0000000000000004
+N,5.3,10.000000000000009,7.762110719115395e-36,2.0000000000000004
+N,5.32,10.000000000000009,5.415301133791786e-36,2.0000000000000004
+N,5.34,10.000000000000009,3.7782412059796634e-36,2.0000000000000004
+N,5.36,10.000000000000009,2.636025403624152e-36,2.0000000000000004
+N,5.38,10.000000000000009,1.839063792082347e-36,2.0000000000000004
+N,5.4,10.000000000000009,1.2830381578883156e-36,2.0000000000000004
+N,5.42,10.000000000000009,8.951723121597837e-37,2.0000000000000004
+N,5.44,10.000000000000009,6.2454904989643455e-37,2.0000000000000004
+N,5.46,10.000000000000009,4.357262803555808e-37,2.0000000000000004
+N,5.48,10.000000000000009,3.0398806528507728e-37,2.0000000000000004
+N,5.5,10.000000000000009,2.1209166508195666e-37,2.0000000000000004
+N,5.5200000000000005,10.000000000000009,1.479733523016346e-37,2.0000000000000004
+N,5.54,10.000000000000009,1.0323589220226758e-37,2.0000000000000004
+N,5.5600000000000005,10.000000000000009,7.202337924840384e-38,2.0000000000000004
+N,5.58,10.000000000000009,5.025052024755638e-38,2.0000000000000004
+N,5.6000000000000005,10.000000000000009,3.505907661698432e-38,2.0000000000000004
+N,5.62,10.000000000000009,2.445950570183877e-38,2.0000000000000004
+N,5.64,10.000000000000009,1.7064377686982017e-38,2.0000000000000004
+N,5.66,10.000000000000009,1.1905770951321115e-38,2.0000000000000004
+N,5.68,10.000000000000009,8.306487851475272e-39,2.0000000000000004
+N,5.7,10.000000000000009,5.795149404105657e-39,2.0000000000000004
+N,5.72,10.000000000000009,4.0430342047637214e-39,2.0000000000000004
+N,5.74,10.000000000000009,2.820814217385406e-39,2.0000000000000004
+N,5.76,10.000000000000009,1.9680421472731847e-39,2.0000000000000004
+N,5.78,10.000000000000009,1.373034967480191e-39,2.0000000000000004
+N,5.8,10.000000000000009,9.579092704540442e-40,2.0000000000000004
+N,5.82,10.000000000000009,6.683307516612981e-40,2.0000000000000004
+N,5.84,10.000000000000009,4.662849043661377e-40,2.0000000000000004
+N,5.86,10.000000000000009,3.2531085748845896e-40,2.0000000000000004
+N,5.88,10.000000000000009,2.269558267255458e-40,2.0000000000000004
+N,5.9,10.000000000000009,1.5834647700767871e-40,2.0000000000000004
+N,5.92,10.000000000000009,1.1047609541339663e-40,2.0000000000000004
+N,5.94,10.000000000000009,7.707535241734661e-41,2.0000000000000004
+N,5.96,10.000000000000009,5.377226097860019e-41,2.0000000000000004
+N,5.98,10.000000000000009,3.7516763546218616e-41,2.0000000000000004
+N,6.0,10.000000000000009,2.617491482890963e-41,2.0000000000000004
+N,6.0200000000000005,10.000000000000009,1.8261333163369468e-41,2.0000000000000004
+N,6.04,10.000000000000009,1.2740171038866066e-41,2.0000000000000004
+N,6.0600000000000005,10.000000000000009,8.888783467627353e-42,2.0000000000000004
+N,6.08,10.000000000000009,6.201578393379712e-42,2.0000000000000004
+N,6.1000000000000005,10.000000000000009,4.326626845607918e-42,2.0000000000000004
+N,6.12,10.000000000000009,3.018507221858479e-42,2.0000000000000004
+N,6.140000000000001,10.000000000000009,2.106004464831516e-42,2.0000000000000004
+N,6.16,10.000000000000009,1.469329501953385e-42,2.0000000000000004
+N,6.18,10.000000000000009,1.0251003962123222e-42,2.0000000000000004
+N,6.2,10.000000000000009,7.151698215523078e-43,2.0000000000000004
+N,6.22,10.000000000000009,4.989720834176511e-43,2.0000000000000004
+N,6.24,10.000000000000009,3.481257590189099e-43,2.0000000000000004
+N,6.26,10.000000000000009,2.4287530674880742e-43,2.0000000000000004
+N,6.28,10.000000000000009,1.6944397878374259e-43,2.0000000000000004
+N,6.3,10.000000000000009,1.1822061357788382e-43,2.0000000000000004
+N,6.32,10.000000000000009,8.248084853082655e-44,2.0000000000000004
+N,6.34,10.000000000000009,5.754403651221392e-44,2.0000000000000004
+N,6.36,10.000000000000009,4.014607591207645e-44,2.0000000000000004
+N,6.38,10.000000000000009,2.8009810446716187e-44,2.0000000000000004
+N,6.4,10.000000000000009,1.9542048234344126e-44,2.0000000000000004
+N,6.42,10.000000000000009,1.3633811450184786e-44,2.0000000000000004
+N,6.44,10.000000000000009,9.511742008815792e-45,2.0000000000000004
+N,6.46,10.000000000000009,6.636317115239054e-45,2.0000000000000004
+N,6.48,10.000000000000009,4.630064505831344e-45,2.0000000000000004
+N,6.5,10.000000000000009,3.230235936259649e-45,2.0000000000000004
+N,6.5200000000000005,10.000000000000009,2.2536009805893956e-45,2.0000000000000004
+N,6.54,10.000000000000009,1.572331413587903e-45,2.0000000000000004
+N,6.5600000000000005,10.000000000000009,1.0969933689184053e-45,2.0000000000000004
+N,6.58,10.000000000000009,7.653343485076358e-46,2.0000000000000004
+N,6.6000000000000005,10.000000000000009,5.339418767883242e-46,2.0000000000000004
+N,6.62,10.000000000000009,3.725298280997374e-46,2.0000000000000004
+N,6.640000000000001,10.000000000000009,2.599087874338144e-46,2.0000000000000004
+N,6.66,10.000000000000009,1.813293754894746e-46,2.0000000000000004
+N,6.68,10.000000000000009,1.265059477005024e-46,2.0000000000000004
+N,6.7,10.000000000000009,8.826286342987982e-47,2.0000000000000004
+N,6.72,10.000000000000009,6.15797503424477e-47,2.0000000000000004
+N,6.74,10.000000000000009,4.2962062893841166e-47,2.0000000000000004
+N,6.76,10.000000000000009,2.9972840676713633e-47,2.0000000000000004
+N,6.78,10.000000000000009,2.0911971265710232e-47,2.0000000000000004
+N,6.8,10.000000000000009,1.458998631665658e-47,2.0000000000000004
+N,6.82,10.000000000000009,1.0178929051688835e-47,2.0000000000000004
+N,6.84,10.000000000000009,7.101414554503987e-48,2.0000000000000004
+N,6.86,10.000000000000009,4.954638057548474e-48,2.0000000000000004
+N,6.88,10.000000000000009,3.4567808335769015e-48,2.0000000000000004
+N,6.9,10.000000000000009,2.411676480604158e-48,2.0000000000000004
+N,6.92,10.000000000000009,1.6825261648990307e-48,2.0000000000000004
+N,6.94,10.000000000000009,1.1738940327237436e-48,2.0000000000000004
+N,6.96,10.000000000000009,8.190092486750824e-49,2.0000000000000004
+N,6.98,10.000000000000009,5.713944382129497e-49,2.0000000000000004
+N,7.0,10.000000000000009,3.9863808454533365e-49,2.0000000000000004
+N,7.0200000000000005,10.000000000000009,2.7812873191917256e-49,2.0000000000000004
+N,7.04,10.000000000000009,1.940464789956734e-49,2.0000000000000004
+N,7.0600000000000005,10.000000000000009,1.3537951986781738e-49,2.0000000000000004
+N,7.08,10.000000000000009,9.444864856500536e-50,2.0000000000000004
+N,7.1000000000000005,10.000000000000009,6.589657103842729e-50,2.0000000000000004
+N,7.12,10.000000000000009,4.597510476411739e-50,2.0000000000000004
+N,7.140000000000001,10.000000000000009,3.2075241153834874e-50,2.0000000000000004
+N,7.16,10.000000000000009,2.237755889764044e-50,2.0000000000000004
+N,7.18,10.000000000000009,1.5612763358388123e-50,2.0000000000000004
+N,7.2,10.000000000000009,1.0892803976714899e-50,2.0000000000000004
+N,7.22,10.000000000000009,7.59953275119623e-51,2.0000000000000004
+N,7.24,10.000000000000009,5.301877261618208e-51,2.0000000000000004
+N,7.26,10.000000000000009,3.69910567186987e-51,2.0000000000000004
+N,7.28,10.000000000000009,2.580813661739422e-51,2.0000000000000004
+N,7.3,10.000000000000009,1.8005444685362413e-51,2.0000000000000004
+N,7.32,10.000000000000009,1.2561648312867771e-51,2.0000000000000004
+N,7.34,10.000000000000009,8.764228636251174e-52,2.0000000000000004
+N,7.36,10.000000000000009,6.1146782507598084e-52,2.0000000000000004
+N,7.38,10.000000000000009,4.265999620392577e-52,2.0000000000000004
+N,7.4,10.000000000000009,2.976210133691567e-52,2.0000000000000004
+N,7.42,10.000000000000009,2.0764938988525046e-52,2.0000000000000004
+N,7.44,10.000000000000009,1.448740397829224e-52,2.0000000000000004
+N,7.46,10.000000000000009,1.0107360900663726e-52,2.0000000000000004
+N,7.48,10.000000000000009,7.051484438403517e-53,2.0000000000000004
+N,7.5,10.000000000000009,4.9198019482705365e-53,2.0000000000000004
+N,7.5200000000000005,10.000000000000009,3.4324761732828577e-53,2.0000000000000004
+N,7.54,10.000000000000009,2.394719959371819e-53,2.0000000000000004
+N,7.5600000000000005,10.000000000000009,1.6706963067615293e-53,2.0000000000000004
+N,7.58,10.000000000000009,1.165640372147607e-53,2.0000000000000004
+N,7.6000000000000005,10.000000000000009,8.132507865321134e-54,2.0000000000000004
+N,7.62,10.000000000000009,5.673769582559591e-54,2.0000000000000004
+N,7.640000000000001,10.000000000000009,3.9583525622280686e-54,2.0000000000000004
+N,7.66,10.000000000000009,2.761732060490848e-54,2.0000000000000004
+N,7.68,10.000000000000009,1.926821362790578e-54,2.0000000000000004
+N,7.7,10.000000000000009,1.3442766512215735e-54,2.0000000000000004
+N,7.72,10.000000000000009,9.378457918105771e-55,2.0000000000000004
+N,7.74,10.000000000000009,6.54332515944905e-55,2.0000000000000004
+N,7.76,10.000000000000009,4.5651853346956095e-55,2.0000000000000004
+N,7.78,10.000000000000009,3.1849719815450497e-55,2.0000000000000004
+N,7.8,10.000000000000009,2.222022205929313e-55,2.0000000000000004
+N,7.82,10.000000000000009,1.5502989864509052e-55,2.0000000000000004
+N,7.84,10.000000000000009,1.0816216564018432e-55,2.0000000000000004
+N,7.86,10.000000000000009,7.546100361119105e-56,2.0000000000000004
+N,7.88,10.000000000000009,5.264599710055738e-56,2.0000000000000004
+N,7.9,10.000000000000009,3.6730972232366327e-56,2.0000000000000004
+N,7.92,10.000000000000009,2.5626679353105696e-56,2.0000000000000004
+N,7.94,10.000000000000009,1.7878848225364162e-56,2.0000000000000004
+N,7.96,10.000000000000009,1.2473327239107245e-56,2.0000000000000004
+N,7.98,10.000000000000009,8.702607257865288e-57,2.0000000000000004
+N,8.0,10.000000000000009,6.071685887388701e-57,2.0000000000000004
+N,8.02,10.000000000000009,4.236005334790048e-57,2.0000000000000004
+N,8.040000000000001,10.000000000000009,2.955284370750447e-57,2.0000000000000004
+N,8.06,10.000000000000009,2.0618940496737823e-57,2.0000000000000004
+N,8.08,10.000000000000009,1.4385542897366084e-57,2.0000000000000004
+N,8.1,10.000000000000009,1.0036295946017875e-57,2.0000000000000004
+N,8.120000000000001,10.000000000000009,7.001905381444212e-58,2.0000000000000004
+N,8.14,10.000000000000009,4.885210772022175e-58,2.0000000000000004
+N,8.16,10.000000000000009,3.4083423992963305e-58,2.0000000000000004
+N,8.18,10.000000000000009,2.377882659608341e-58,2.0000000000000004
+N,8.2,10.000000000000009,1.658949624473875e-58,2.0000000000000004
+N,8.22,10.000000000000009,1.15744474314076e-58,2.0000000000000004
+N,8.24,10.000000000000009,8.075328121935543e-59,2.0000000000000004
+N,8.26,10.000000000000009,5.6338772524035505e-59,2.0000000000000004
+N,8.28,10.000000000000009,3.9305213461400004e-59,2.0000000000000004
+N,8.3,10.000000000000009,2.742314295007651e-59,2.0000000000000004
+N,8.32,10.000000000000009,1.9132738626960047e-59,2.0000000000000004
+N,8.34,10.000000000000009,1.334825028766474e-59,2.0000000000000004
+N,8.36,10.000000000000009,9.312517887553022e-60,2.0000000000000004
+N,8.38,10.000000000000009,6.497318975415481e-60,2.0000000000000004
+N,8.4,10.000000000000009,4.5330874713711635e-60,2.0000000000000004
+N,8.42,10.000000000000009,3.1625784119831155e-60,2.0000000000000004
+N,8.44,10.000000000000009,2.2063991457815588e-60,2.0000000000000004
+N,8.46,10.000000000000009,1.5393988189153416e-60,2.0000000000000004
+N,8.48,10.000000000000009,1.074016763817954e-60,2.0000000000000004
+N,8.5,10.000000000000009,7.493043654706339e-61,2.0000000000000004
+N,8.52,10.000000000000009,5.2275842573278524e-61,2.0000000000000004
+N,8.540000000000001,10.000000000000009,3.6472716402635894e-61,2.0000000000000004
+N,8.56,10.000000000000009,2.5446497916641103e-61,2.0000000000000004
+N,8.58,10.000000000000009,1.775314186633149e-61,2.0000000000000004
+N,8.6,10.000000000000009,1.238562715169175e-61,2.0000000000000004
+N,8.620000000000001,10.000000000000009,8.641419140001698e-62,2.0000000000000004
+N,8.64,10.000000000000009,6.02899580375054e-62,2.0000000000000004
+N,8.66,10.000000000000009,4.206221939306841e-62,2.0000000000000004
+N,8.68,10.000000000000009,2.934505737056077e-62,2.0000000000000004
+N,8.700000000000001,10.000000000000009,2.0473968521793537e-62,2.0000000000000004
+N,8.72,10.000000000000009,1.4284398002709309e-62,2.0000000000000004
+N,8.74,10.000000000000009,9.965730649772535e-63,2.0000000000000004
+N,8.76,10.000000000000009,6.952674915326127e-63,2.0000000000000004
+N,8.78,10.000000000000009,4.8508628066769857e-63,2.0000000000000004
+N,8.8,10.000000000000009,3.3843783101138236e-63,2.0000000000000004
+N,8.82,10.000000000000009,2.3611637430663423e-63,2.0000000000000004
+N,8.84,10.000000000000009,1.6472855332257724e-63,2.0000000000000004
+N,8.86,10.000000000000009,1.1493067376827274e-63,2.0000000000000004
+N,8.88,10.000000000000009,8.018550409892305e-64,2.0000000000000004
+N,8.9,10.000000000000009,5.594265405616193e-64,2.0000000000000004
+N,8.92,10.000000000000009,3.902885811608047e-64,2.0000000000000004
+N,8.94,10.000000000000009,2.7230330560261484e-64,2.0000000000000004
+N,8.96,10.000000000000009,1.8998216152089016e-64,2.0000000000000004
+N,8.98,10.000000000000009,1.32543986076254e-64,2.0000000000000004
+N,9.0,10.000000000000009,9.247041482008521e-65,2.0000000000000004
+N,9.02,10.000000000000009,6.4516362613180015e-65,2.0000000000000004
+N,9.040000000000001,10.000000000000009,4.501215288441856e-65,2.0000000000000004
+N,9.06,10.000000000000009,3.140342291830669e-65,2.0000000000000004
+N,9.08,10.000000000000009,2.1908859315244806e-65,2.0000000000000004
+N,9.1,10.000000000000009,1.5285752905657655e-65,2.0000000000000004
+N,9.120000000000001,10.000000000000009,1.066465341309166e-65,2.0000000000000004
+N,9.14,10.000000000000009,7.44035999052185e-66,2.0000000000000004
+N,9.16,10.000000000000009,5.190829060614662e-66,2.0000000000000004
+N,9.18,10.000000000000009,3.621627637220343e-66,2.0000000000000004
+N,9.200000000000001,10.000000000000009,2.526758333764088e-66,2.0000000000000004
+N,9.22,10.000000000000009,1.7628319349954267e-66,2.0000000000000004
+N,9.24,10.000000000000009,1.229854368445952e-66,2.0000000000000004
+N,9.26,10.000000000000009,8.580661236401055e-67,2.0000000000000004
+N,9.28,10.000000000000009,5.986605874513439e-67,2.0000000000000004
+N,9.3,10.000000000000009,4.1766479511722405e-67,2.0000000000000004
+N,9.32,10.000000000000009,2.913873198140899e-67,2.0000000000000004
+N,9.34,10.000000000000009,2.033001584624161e-67,2.0000000000000004
+N,9.36,10.000000000000009,1.4183964258809097e-67,2.0000000000000004
+N,9.38,10.000000000000009,9.895661498823867e-68,2.0000000000000004
+N,9.4,10.000000000000009,6.903790589102666e-68,2.0000000000000004
+N,9.42,10.000000000000009,4.816756342216231e-68,2.0000000000000004
+N,9.44,10.000000000000009,3.360582712679866e-68,2.0000000000000004
+N,9.46,10.000000000000009,2.3445623773921738e-68,2.0000000000000004
+N,9.48,10.000000000000009,1.635703452318766e-68,2.0000000000000004
+N,9.5,10.000000000000009,1.1412259506216456e-68,2.0000000000000004
+N,9.52,10.000000000000009,7.962171902505087e-69,2.0000000000000004
+N,9.540000000000001,10.000000000000009,5.554932070115901e-69,2.0000000000000004
+N,9.56,10.000000000000009,3.875444582793043e-69,2.0000000000000004
+N,9.58,10.000000000000009,2.7038873836267797e-69,2.0000000000000004
+N,9.6,10.000000000000009,1.8864639506071494e-69,2.0000000000000004
+N,9.620000000000001,10.000000000000009,1.3161206799677754e-69,2.0000000000000004
+N,9.64,10.000000000000009,9.18202544171988e-70,2.0000000000000004
+N,9.66,10.000000000000009,6.406274742835582e-70,2.0000000000000004
+N,9.68,10.000000000000009,4.4695671991465627e-70,2.0000000000000004
+N,9.700000000000001,10.000000000000009,3.1182625140592654e-70,2.0000000000000004
+N,9.72,10.000000000000009,2.1754817908304973e-70,2.0000000000000004
+N,9.74,10.000000000000009,1.5178278625511822e-70,2.0000000000000004
+N,9.76,10.000000000000009,1.0589670129268742e-70,2.0000000000000004
+N,9.78,10.000000000000009,7.388046745702374e-71,2.0000000000000004
+N,9.8,10.000000000000009,5.154332290053694e-71,2.0000000000000004
+N,9.82,10.000000000000009,3.596163937416431e-71,2.0000000000000004
+N,9.84,10.000000000000009,2.5089926708818808e-71,2.0000000000000004
+N,9.86,10.000000000000009,1.7504374461926716e-71,2.0000000000000004
+N,9.88,10.000000000000009,1.2212072501948234e-71,2.0000000000000004
+N,9.9,10.000000000000009,8.52033052222241e-72,2.0000000000000004
+N,9.92,10.000000000000009,5.944513989288622e-72,2.0000000000000004
+N,9.94,10.000000000000009,4.1472818980414044e-72,2.0000000000000004
+N,9.96,10.000000000000009,2.893385726811294e-72,2.0000000000000004
+N,9.98,10.000000000000009,2.0187075303377093e-72,2.0000000000000004
+N,10.0,10.000000000000009,1.4084236665556876e-72,2.0000000000000004
+N,10.02,10.000000000000009,9.826085004770108e-73,2.0000000000000004
+N,10.040000000000001,10.000000000000009,6.855249969061226e-73,2.0000000000000004
+N,10.06,10.000000000000009,4.7828896806450124e-73,2.0000000000000004
+N,10.08,10.000000000000009,3.3369544223270913e-73,2.0000000000000004
+N,10.1,10.000000000000009,2.3280777360846008e-73,2.0000000000000004
+N,10.120000000000001,10.000000000000009,1.6242028051373795e-73,2.0000000000000004
+N,10.14,10.000000000000009,1.1332019796544475e-73,2.0000000000000004
+N,10.16,10.000000000000009,7.90618979296163e-74,2.0000000000000004
+N,10.18,10.000000000000009,5.515875287687443e-74,2.0000000000000004
+N,10.200000000000001,10.000000000000009,3.848196293529774e-74,2.0000000000000004
+N,10.22,10.000000000000009,2.684876324639758e-74,2.0000000000000004
+N,10.24,10.000000000000009,1.8732002038775204e-74,2.0000000000000004
+N,10.26,10.000000000000009,1.306867022425561e-74,2.0000000000000004
+N,10.28,10.000000000000009,9.117466529855038e-75,2.0000000000000004
