t_h,R_umol,assimilated_umol,supplied_umol,U_umol_h,A_umol_h,light
18.18,3.7097138323914507,14.966775229562746,16.6764890619542,0.3494391551495121,0.27568550607197284,False
18.2,3.711187388882792,14.97228917222763,16.683476561110425,0.349310811703458,0.275708750022147,False
18.22,3.712657917319953,14.977803579148592,16.69046149646855,0.34918277518925084,0.2757319317165626,False
18.240000000000002,3.71412542507549,14.983318449082715,16.697443874158207,0.3490550447070339,0.27575505137426515,False
18.259999999999998,3.7155899194996227,14.988833780791438,16.704423700291066,0.3489276193601528,0.27577810921329243,False
18.28,3.7170514079203203,14.99434957304057,16.711400980960892,0.3488004982551426,0.27580110545068026,False
18.3,3.718509897643382,14.99986582460023,16.718375722243614,0.348673680501715,0.27582404030246827,False
18.32,3.7199653959525225,15.005382534244864,16.725347930197387,0.3485471652127452,0.2758469139837057,False
18.34,3.7214179101094556,15.010899700753201,16.73231761086266,0.3484209515042593,0.275869726708457,False
18.36,3.7228674473539742,15.016417322908246,16.739284770262223,0.34829503849542154,0.27589247868980726,False
18.38,3.724314014904034,15.021935399497252,16.746249414401287,0.34816942530852135,0.2759151701398685,False
18.4,3.7257576199558358,15.027453929311706,16.753211549267544,0.3480441110689612,0.27593780126978434,False
18.42,3.727198269683906,15.032972911147311,16.760171180831218,0.3479190949052432,0.2759603722897361,False
18.44,3.7286359712411765,15.03849234380396,16.767128315045138,0.34779437594895735,0.27598288340894805,False
18.46,3.730070731759069,15.04401222608572,16.77408295784479,0.3476699533347686,0.2760053348356932,False
18.48,3.7315025583475716,15.04953255680082,16.781035115148395,0.34754582620040425,0.276027726777298,False
18.5,3.732931458095321,15.05505333476162,16.787984792856946,0.34742199368664217,0.27605005944014854,False
18.52,3.7343574380696816,15.060574558784603,16.794931996854288,0.3472984549372978,0.2760723330296954,False
18.54,3.7357805053168245,15.066096227690348,16.801876733007177,0.347175209099212,0.27609454775045894,False
18.560000000000002,3.7372006668618063,15.071618340303521,16.808819007165333,0.3470522553222395,0.27611670380603487,False
18.58,3.7386179297086484,15.077140895452839,16.815758825161492,0.3469295927592354,0.27613880139909913,False
18.6,3.7400323008404146,15.082663891971078,16.8226961928115,0.34680722056604424,0.27616084073141345,False
18.62,3.7414437872192896,15.088187328695032,16.829631115914324,0.3466851379014873,0.27618282200383015,False
18.64,3.742852395786656,15.0937112044655,16.83656360025216,0.3465633439273506,0.2762047454162974,False
18.66,3.744258133463171,15.099235518127276,16.843493651590453,0.3464418378083732,0.27622661116786446,False
18.68,3.7456610071488456,15.104760268529128,16.85042127567798,0.34632061871223463,0.2762484194566866,False
18.7,3.747061023723118,15.110285454523774,16.857346478246896,0.34619968580954397,0.27627017048002994,False
18.72,3.7484581900449325,15.11581107496787,16.86426926501281,0.3460790382738271,0.2762918644342769,False
