order,family,name,year,date1,date2,individuals
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,1995,8/6/95,8/6/95,3
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,1995,8/7/95,8/7/95,4
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,1995,8/8/95,8/9/95,1
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,1995,8/10/95,8/13/95,3
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,1995,8/14/95,8/16/95,3
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,1995,8/17/95,8/17/95,1
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,1995,8/18/95,8/18/95,3
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,1995,8/19/95,8/20/95,1
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,1996,7/12/96,7/17/96,1
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,1996,7/18/96,7/23/96,1
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,1996,7/26/96,7/29/96,1
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,1996,7/30/96,8/1/96,1
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,1996,8/2/96,8/8/96,5
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,1996,8/16/96,8/18/96,4
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,1997,7/9/97,7/10/97,1
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,1997,7/21/97,7/21/97,3
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,1997,7/22/97,7/23/97,4
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,1997,7/24/97,7/24/97,2
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,1997,7/25/97,7/27/97,22
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,1997,7/28/97,7/31/97,29
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,1997,8/1/97,8/3/97,17
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,1997,8/4/97,8/7/97,10
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,1997,8/8/97,8/13/97,2
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,1998,6/30/98,7/2/98,1
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,1998,7/13/98,7/19/98,3
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,1998,7/20/98,7/21/98,1
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,1998,7/22/98,7/23/98,4
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,1998,7/27/98,7/28/98,1
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,1998,7/29/98,8/2/98,6
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,1998,8/3/98,8/4/98,1
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,1998,8/12/98,8/13/98,1
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,1998,8/14/98,8/18/98,2
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,1998,8/19/98,8/20/98,1
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,1999,7/12/99,7/19/99,5
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,1999,8/2/99,8/3/99,1
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,1999,8/4/99,8/5/99,3
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,1999,8/6/99,8/8/99,1
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,1999,8/11/99,8/12/99,2
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,1999,8/16/99,8/18/99,1
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2000,7/12/00,7/18/00,3
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2000,7/21/00,7/24/00,2
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2000,7/25/00,7/27/00,6
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2000,7/28/00,7/30/00,3
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2000,7/31/00,8/1/00,2
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2000,8/2/00,8/3/00,4
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2000,8/4/00,8/13/00,12
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2001,7/9/01,7/12/01,1
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2001,7/17/01,7/19/01,4
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2001,7/20/01,7/23/01,1
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2001,7/24/01,7/25/01,3
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2001,7/26/01,7/29/01,2
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2001,7/30/01,8/2/01,2
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2001,8/10/01,8/13/01,2
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2001,8/14/01,8/16/01,1
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2001,8/17/01,8/26/01,2
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2002,7/4/02,7/7/02,1
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2002,7/16/02,7/17/02,1
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2002,7/18/02,7/28/02,10
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2002,7/29/02,7/31/02,1
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2002,8/1/02,8/4/02,2
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2002,8/12/02,8/14/02,1
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2003,7/11/03,7/14/03,4
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2003,7/15/03,7/20/03,1
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2003,7/21/03,7/24/03,8
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2003,7/25/03,7/31/03,4
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2003,8/1/03,8/8/03,17
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2004,7/22/04,7/25/04,5
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2004,7/28/04,7/29/04,6
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2004,7/30/04,8/1/04,5
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2004,8/4/04,8/5/04,1
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2004,8/6/04,8/8/04,1
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2004,8/9/04,8/10/04,1
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2004,8/11/04,8/12/04,1
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2004,8/13/04,8/15/04,1
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2005,6/22/05,6/26/05,1
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2005,7/7/05,7/7/05,1
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2005,7/12/05,7/14/05,1
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2005,7/20/05,7/21/05,1
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2005,7/22/05,7/26/05,4
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2005,7/27/05,7/29/05,3
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2005,7/30/05,8/2/05,5
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2005,8/3/05,8/5/05,4
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2005,8/6/05,8/14/05,7
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2005,8/19/05,8/22/05,1
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2006,7/14/06,7/20/06,2
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2006,7/21/06,7/27/06,5
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2006,7/28/06,8/3/06,9
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2006,8/4/06,8/6/06,5
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2006,8/7/06,8/10/06,9
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2007,7/9/07,7/18/07,1
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2007,7/19/07,7/25/07,3
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2007,7/26/07,7/31/07,1
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2007,8/1/07,8/2/07,4
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2007,8/3/07,8/8/07,1
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2007,8/9/07,8/13/07,2
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2008,7/11/08,7/23/08,3
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2008,7/24/08,7/28/08,8
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2008,7/29/08,8/3/08,17
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2008,8/4/08,8/7/08,1
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2008,8/8/08,8/14/08,1
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2009,7/11/09,7/20/09,1
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2009,7/21/09,7/27/09,2
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2009,7/28/09,8/2/09,5
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2009,8/3/09,8/6/09,3
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2009,8/7/09,8/9/09,1
LEPIDOPTERA,NOCTUIDAE,Mesapamea didyma Esp.,2009,8/10/09,8/16/09,3
LEPIDOPTERA,NOCTUIDAE,Mesapamea secalis L.,1992,7/21/92,7/23/92,2
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,1992,7/29/92,8/2/92,4
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,1992,8/3/92,8/5/92,1
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,1992,8/6/92,8/9/92,1
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,1993,6/1/93,6/6/93,1
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,1993,8/26/93,8/31/93,2
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,1994,7/12/94,7/14/94,1
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,1994,7/20/94,7/21/94,1
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,1994,7/22/94,7/24/94,1
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,1994,7/25/94,7/26/94,1
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,1994,7/29/94,7/31/94,7
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,1994,8/1/94,8/1/94,1
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,1994,8/2/94,8/4/94,3
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,1994,8/5/94,8/7/94,6
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,1995,7/7/95,7/9/95,1
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,1995,7/18/95,7/20/95,2
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,1995,7/22/95,7/24/95,5
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,1995,7/25/95,7/27/95,1
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,1995,7/28/95,7/29/95,2
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,1995,7/30/95,7/30/95,7
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,1995,8/1/95,8/1/95,5
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,1995,8/2/95,8/2/95,9
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,1995,8/3/95,8/3/95,3
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,1995,8/4/95,8/5/95,4
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,1995,8/6/95,8/6/95,8
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,1995,8/7/95,8/7/95,1
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,1995,8/10/95,8/13/95,2
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,1995,8/18/95,8/18/95,1
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,1996,7/30/96,8/1/96,1
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,1996,8/2/96,8/8/96,1
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,1996,8/14/96,8/15/96,4
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,1996,8/16/96,8/18/96,3
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,1997,7/21/97,7/21/97,4
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,1997,7/22/97,7/23/97,2
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,1997,7/24/97,7/24/97,2
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,1997,7/25/97,7/27/97,5
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,1997,7/28/97,7/31/97,2
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,1997,8/1/97,8/3/97,3
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,1997,8/4/97,8/7/97,10
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,1997,8/8/97,8/13/97,5
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,1997,8/14/97,8/17/97,1
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,1997,8/22/97,8/24/97,1
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,1998,6/30/98,7/2/98,1
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,1998,7/9/98,7/12/98,1
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,1998,7/20/98,7/21/98,2
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,1998,7/29/98,8/2/98,1
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,1998,8/7/98,8/11/98,1
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,1998,8/14/98,8/18/98,4
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,1999,7/7/99,7/8/99,1
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,1999,7/9/99,7/11/99,1
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,1999,7/12/99,7/19/99,2
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,1999,7/20/99,7/21/99,2
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,1999,8/2/99,8/3/99,1
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,1999,8/4/99,8/5/99,7
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,1999,8/6/99,8/8/99,4
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,1999,8/9/99,8/10/99,1
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,1999,8/16/99,8/18/99,1
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2000,7/19/00,7/20/00,1
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2000,7/21/00,7/24/00,1
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2000,7/25/00,7/27/00,1
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2000,7/28/00,7/30/00,4
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2000,7/31/00,8/1/00,1
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2000,8/14/00,8/20/00,1
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2000,8/21/00,8/24/00,1
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2001,7/4/01,7/8/01,2
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2001,7/13/01,7/16/01,1
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2001,7/20/01,7/23/01,4
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2001,7/24/01,7/25/01,7
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2001,7/26/01,7/29/01,11
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2001,7/30/01,8/2/01,2
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2001,8/3/01,8/6/01,2
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2001,8/7/01,8/9/01,2
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2001,8/10/01,8/13/01,1
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2001,8/14/01,8/16/01,3
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2002,7/12/02,7/15/02,6
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2002,7/16/02,7/17/02,2
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2002,7/18/02,7/28/02,6
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2002,8/1/02,8/4/02,1
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2002,8/8/02,8/11/02,2
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2002,8/12/02,8/14/02,3
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2003,6/23/03,7/10/03,2
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2003,7/11/03,7/14/03,5
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2003,7/15/03,7/20/03,1
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2003,7/21/03,7/24/03,6
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2003,7/25/03,7/31/03,4
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2003,8/1/03,8/8/03,10
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2003,8/9/03,8/14/03,3
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2004,7/28/04,7/29/04,2
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2004,7/30/04,8/1/04,3
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2004,8/4/04,8/5/04,1
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2004,8/6/04,8/8/04,2
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2004,8/9/04,8/10/04,4
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2004,8/13/04,8/15/04,3
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2005,7/8/05,7/10/05,1
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2005,7/12/05,7/14/05,2
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2005,7/18/05,7/19/05,2
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2005,7/30/05,8/2/05,1
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2005,8/3/05,8/5/05,3
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2005,8/6/05,8/14/05,5
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2005,8/19/05,8/22/05,3
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2006,7/3/06,7/6/06,2
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2006,7/7/06,7/9/06,2
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2006,7/14/06,7/20/06,9
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2006,7/21/06,7/27/06,18
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2006,7/28/06,8/3/06,17
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2006,8/4/06,8/6/06,7
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2006,8/7/06,8/10/06,3
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2007,6/29/07,7/8/07,1
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2007,7/9/07,7/18/07,1
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2007,7/26/07,7/31/07,1
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2007,8/9/07,8/13/07,3
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2008,7/11/08,7/23/08,1
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2008,7/24/08,7/28/08,3
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2008,7/29/08,8/3/08,6
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2008,8/4/08,8/7/08,1
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2008,8/8/08,8/14/08,2
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2009,6/29/09,6/29/09,1
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2009,6/30/09,7/2/09,1
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2009,7/3/09,7/10/09,1
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2009,7/21/09,7/27/09,2
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2009,7/28/09,8/2/09,2
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2009,8/3/09,8/6/09,3
LEPIDOPTERA,NOCTUIDAE,Mesoligia furuncula D. & S.,2009,8/10/09,8/16/09,3
LEPIDOPTERA,NOCTUIDAE,Mesoligia literosa Hw.,1994,7/29/94,7/31/94,1
LEPIDOPTERA,NOCTUIDAE,Mesoligia literosa Hw.,1995,7/22/95,7/24/95,1
LEPIDOPTERA,NOCTUIDAE,Mesoligia literosa Hw.,1995,8/8/95,8/9/95,1
LEPIDOPTERA,NOCTUIDAE,Mesoligia literosa Hw.,1999,7/12/99,7/19/99,1
LEPIDOPTERA,NOCTUIDAE,Mesoligia literosa Hw.,1999,8/9/99,8/10/99,1
LEPIDOPTERA,NOCTUIDAE,Mesoligia literosa Hw.,2006,7/21/06,7/27/06,1
LEPIDOPTERA,NOCTUIDAE,Mniotype adusta Esp.,1997,6/24/97,6/30/97,1
LEPIDOPTERA,NOCTUIDAE,Mniotype adusta Esp.,1999,7/12/99,7/19/99,1
LEPIDOPTERA,NOCTUIDAE,Mniotype adusta Esp.,2002,6/1/02,6/10/02,1
LEPIDOPTERA,NOCTUIDAE,Mniotype adusta Esp.,2004,6/15/04,6/23/04,1
LEPIDOPTERA,NOCTUIDAE,Moma alpium Osbeck,1998,6/22/98,6/25/98,1
LEPIDOPTERA,NOCTUIDAE,Mythimna albipuncta D. & S.,1997,5/30/97,6/3/97,1
LEPIDOPTERA,NOCTUIDAE,Mythimna albipuncta D. & S.,1999,8/23/99,8/26/99,1
LEPIDOPTERA,NOCTUIDAE,Mythimna albipuncta D. & S.,2006,8/17/06,8/24/06,1
LEPIDOPTERA,NOCTUIDAE,Mythimna albipuncta D. & S.,2008,7/11/08,7/23/08,1
LEPIDOPTERA,NOCTUIDAE,Mythimna albipuncta D. & S.,2008,8/4/08,8/7/08,1
LEPIDOPTERA,NOCTUIDAE,Mythimna albipuncta D. & S.,2008,8/8/08,8/14/08,1
LEPIDOPTERA,NOCTUIDAE,Mythimna albipuncta D. & S.,2009,8/10/09,8/16/09,2
LEPIDOPTERA,NOCTUIDAE,Mythimna albipuncta D. & S.,2009,8/17/09,8/20/09,1
LEPIDOPTERA,NOCTUIDAE,Mythimna albipuncta D. & S.,2009,8/21/09,8/25/09,1
LEPIDOPTERA,NOCTUIDAE,Mythimna comma L.,1992,6/29/92,7/2/92,2
LEPIDOPTERA,NOCTUIDAE,Mythimna comma L.,1993,6/18/93,6/21/93,2
LEPIDOPTERA,NOCTUIDAE,Mythimna comma L.,1993,7/1/93,7/4/93,1
LEPIDOPTERA,NOCTUIDAE,Mythimna comma L.,1993,7/12/93,7/14/93,1
LEPIDOPTERA,NOCTUIDAE,Mythimna comma L.,1994,7/15/94,7/17/94,1
LEPIDOPTERA,NOCTUIDAE,Mythimna comma L.,1996,6/26/96,6/30/96,1
LEPIDOPTERA,NOCTUIDAE,Mythimna comma L.,1997,7/4/97,7/6/97,2
LEPIDOPTERA,NOCTUIDAE,Mythimna comma L.,2004,6/24/04,6/27/04,1
LEPIDOPTERA,NOCTUIDAE,Mythimna comma L.,2004,7/5/04,7/14/04,1
LEPIDOPTERA,NOCTUIDAE,Mythimna comma L.,2005,6/18/05,6/21/05,1
LEPIDOPTERA,NOCTUIDAE,Mythimna comma L.,2005,7/4/05,7/6/05,1
LEPIDOPTERA,NOCTUIDAE,Mythimna comma L.,2006,7/3/06,7/6/06,1
LEPIDOPTERA,NOCTUIDAE,Mythimna comma L.,2007,5/31/07,6/6/07,1
LEPIDOPTERA,NOCTUIDAE,Mythimna comma L.,2007,6/18/07,6/21/07,1
LEPIDOPTERA,NOCTUIDAE,Mythimna comma L.,2008,7/3/08,7/8/08,1
LEPIDOPTERA,NOCTUIDAE,Mythimna comma L.,2008,7/11/08,7/23/08,1
