treatment,t_day,organic_C_mg_L,O2_mg_L,regenerated_N_uM,O2_used_mg_L,O2_added_mg_L
weak_renewal,1.3,4.608436487635385,4.485009863997747,14.495453253798065,3.710836032972305,0.195845896970051
weak_renewal,1.32,4.590238010228024,4.442138912898708,14.685020726791409,3.759365306058601,0.20150421895730808
weak_renewal,1.34,4.572128989774651,4.399574861501474,14.873656356514047,3.8076560272675963,0.20723088876906914
weak_renewal,1.36,4.554109112238794,4.357316382398868,15.06136341417922,3.8557090340298803,0.2130254164287473
weak_renewal,1.3800000000000001,4.53617806562504,4.315362155744331,15.248145149739157,3.9035251583332244,0.21888731407755432
weak_renewal,1.4000000000000001,4.518335539971494,4.27371086921975,15.434004791963597,3.9511052267426807,0.2248160959624294
weak_renewal,1.42,4.500581227342067,4.23236121800287,15.61894554852012,3.998450060421151,0.23081127842401966
weak_renewal,1.44,4.482914821818584,4.191311904734273,15.80297060605641,4.045560475150441,0.23687237988471319
weak_renewal,1.46,4.465336019492687,4.150561639483895,15.986083130284499,4.092437281352832,0.24299892083672506
weak_renewal,1.48,4.447844518457552,4.110109139717047,16.168286266067156,4.139081284113192,0.24919042383023768
weak_renewal,1.5,4.430440018799377,4.069953130259937,16.34958313750648,4.18549328320166,0.2554464134615956
weak_renewal,1.52,4.413122222588655,4.030092343264638,16.529976848034842,4.23167407309692,0.26176641636155595
weak_renewal,1.54,4.39589083387121,3.990525518173493,16.70947048050822,4.2776244430101045,0.2681499611835955
weak_renewal,1.56,4.378745558658993,3.951251401682928,16.888067097302145,4.323345176909349,0.27459657859227543
weak_renewal,1.58,4.361686104920612,3.912268747706632,17.065769740410285,4.368837053545033,0.28110580125166357
weak_renewal,1.6,4.344712182571598,3.873576317338083,17.242581431545844,4.414100846475736,0.2876771638138171
weak_renewal,1.62,4.327823503464398,3.8351728788123878,17.418505172245855,4.459137324094939,0.2943102029073251
weak_renewal,1.6400000000000001,4.311019781378058,3.797057207467405,17.593543943978553,4.50394724965851,0.30100445712591334
weak_renewal,1.6600000000000001,4.294300732007624,3.75922808570411,17.767700708253916,4.548531381313002,0.30775946701711077
weak_renewal,1.68,4.277666072953199,3.721684302946181,17.940978406737507,4.592890472124802,0.31457477507098136
weak_renewal,1.7,4.261115523708689,3.6844246555987605,18.113379961367816,4.637025270110161,0.32144992570892067
weak_renewal,1.72,4.244648805650192,3.647447947006366,18.284908274477164,4.680936518266154,0.3283844652725186
weak_renewal,1.74,4.228265642024028,3.610752987409902,18.455566228916364,4.724624954602591,0.33537794201249094
weak_renewal,1.76,4.211965757934402,3.574338593902753,18.625356688183313,4.768091312174929,0.3424299060776803
weak_renewal,1.78,4.195748880330664,3.538203590385901,18.794282496555578,4.811336319118229,0.34953990950412756
weak_renewal,1.8,4.179614737994182,3.5023468075220374,18.962346479227264,4.854360698682181,0.3567075062042166
weak_renewal,1.82,4.163563061524777,3.4667670826886363,19.129551442450225,4.897165169267259,0.3639322519558927
weak_renewal,1.84,4.147593583326738,3.431463259929929,19.2959001736798,4.939750444462031,0.3712137043919574
weak_renewal,1.86,4.131706037594369,3.3964341899077612,19.461395441725315,4.982117233081682,0.37855142298944083
weak_renewal,1.8800000000000001,4.1159001602970795,3.3616787298512687,19.626039996905412,5.024266239207787,0.38594496905905334
weak_renewal,1.9000000000000001,4.100175689163982,3.3271957435053414,19.78983657120851,5.06619816222938,0.39339390573471933
weak_renewal,1.92,4.084532363667987,3.292984101077828,19.952787878458462,5.107913696885368,0.40089779796319364
weak_renewal,1.94,4.068969925009374,3.259042679185431,20.11489661448568,5.149413533308336,0.40845621249376446
weak_renewal,1.96,4.053488116098827,3.2253703607982516,20.276165457303872,5.1906983570697935,0.4160687178680428
weak_renewal,1.98,4.038086681539909,3.1919660351829355,20.43659706729261,5.23176884922691,0.42373488440984264
weak_renewal,2.0,4.022765367610954,3.1588285978443658,20.59619408738589,5.272625686370789,0.43145428421515297
weak_renewal,2.02,4.007523922246371,3.1259569504658637,20.75495914326696,5.313269540676343,0.439226491142204
weak_renewal,2.04,3.9923620950173264,3.0933500008478374,20.912894843569507,5.353701079953796,0.447051080801631
weak_renewal,2.06,3.9772796371117862,3.061006662844837,21.070003780085546,5.393920967701901,0.4549276305467362
weak_renewal,2.08,3.962276301313911,3.028925856300954,21.226288527980085,5.433929863162903,0.4628557194638546
weak_renewal,2.1,3.9473518419827616,2.9971065069835237,21.38175164601289,5.473728421379302,0.4708349283628231
weak_renewal,2.12,3.9325060150303166,2.9655475465150714,21.536395676767526,5.513317293252488,0.4788648397675574
weak_renewal,2.14,3.9177385778987635,2.934247912303446,21.690223146887867,5.552697125603296,0.48694503790673954
weak_renewal,2.16,3.9030492895370528,2.9032065474700954,21.843236567322357,5.591868561234525,0.4950751087046183
weak_renewal,2.18,3.888437910376684,2.8724224007764207,21.995438433576197,5.6308322389955086,0.5032546397719263
weak_renewal,2.2,3.873904202306714,2.841894426548157,22.146831225971717,5.669588793848762,0.5114832203969164
weak_renewal,2.22,3.8594479286479517,2.8116215845977286,22.29741740991716,5.7081388569387945,0.5197604415365202
weak_renewal,2.24,3.8450688541263274,2.7816028401445103,22.447199436184075,5.746483055663125,0.5280858958076333
weak_renewal,2.2600000000000002,3.83076674484541,2.7518371637329593,22.596179741193634,5.784622013745572,0.5364591774785288
weak_renewal,2.2800000000000002,3.8165413682580467,2.722323531148534,22.744360747312,5.822556351311873,0.544879882460405
weak_renewal,2.3000000000000003,3.802392493137111,2.6930609233313674,22.891744863155086,5.860286684967703,0.5533476082990677
weak_renewal,2.32,3.7883198895453245,2.6640483262876233,23.038334483902858,5.897813627879133,0.5618619541667538
weak_renewal,2.34,3.774323328804143,2.635284730998484,23.1841319916235,5.9351377898556175,0.5704225208540982
weak_renewal,2.36,3.760402583461671,2.6067691333267087,23.32913975560758,5.972259777435542,0.5790289107622477
weak_renewal,2.38,3.7465574272595927,2.578500533920713,23.473360132712564,6.009180193974418,0.5876807278951276
weak_renewal,2.4,3.7327876350990903,2.550477938116107,23.6167954677178,6.045899639735759,0.5963775778518623
weak_renewal,2.42,3.7190929830057278,2.5227003558346355,23.759448093690324,6.082418711984724,0.6051190678193569
weak_renewal,2.44,3.705473248093285,2.495166801480473,23.901320332361603,6.118738005084572,0.6139048065650414
weak_renewal,2.46,3.6919282085265075,2.4678762938338097,24.042414494515533,6.1548581105959785,0.6227344044297846
weak_renewal,2.48,3.678457643482763,2.4408278559416843,24.18273288038787,6.190779617379297,0.6316074733209781
weak_renewal,2.5,3.6650613331125745,2.414020515006003,24.322277780077336,6.226503111699801,0.6405236267057995
