treatment,t_day,organic_C_mg_L,O2_mg_L,regenerated_N_uM,O2_used_mg_L,O2_added_mg_L
weak_renewal,2.52,3.651739058499014,2.387453302268699,24.46105147396859,6.262029177335961,0.6494824796046561
weak_renewal,2.54,3.638490601615936,2.361125252893982,24.599056233167317,6.297358395690836,0.6584836485848139
weak_renewal,2.56,3.625315745285027,2.3350354058476293,24.73629431994762,6.332491345906593,0.667526751754219
weak_renewal,2.58,3.612214273131658,2.309182803773272,24.872767988211884,6.367428604982245,0.676611408755513
weak_renewal,2.6,3.599185969539517,2.283566492865633,25.008479483963352,6.402170747894621,0.6857372407602498
weak_renewal,2.62,3.5862306196040077,2.2581855227406757,25.143431045791573,6.436718347722645,0.6949038704633173
weak_renewal,2.64,3.5733480090843934,2.233038946302623,25.27762490537089,6.471071975774951,0.7041109220775693
weak_renewal,2.66,3.560537924354675,2.2081258196078117,25.41106328797212,6.505232201720865,0.7133580213286728
weak_renewal,2.68,3.547800152353187,2.183445201725346,25.54374841298762,6.539199593724833,0.7226447954501753
weak_renewal,2.7,3.5351344805308953,2.1589961545945244,25.67568249446983,6.572974718584279,0.7319708731787992
weak_renewal,2.72,3.52254069679839,2.134777742879008,25.806867741683426,6.60655814187096,0.741335884749964
weak_renewal,2.74,3.51001858947156,2.110789033817712,25.937306359671236,6.639950428075839,0.7507394618935473
weak_renewal,2.7600000000000002,3.497567947215941,2.0870290970723993,26.067000549833935,6.67315214075749,0.7601812378298857
weak_renewal,2.7800000000000002,3.4851885589897256,2.0634970045719614,26.19595251052368,6.706163842694065,0.7696608472660225
weak_renewal,2.8000000000000003,3.472880213985438,2.040191830353378,26.324164437651678,6.738986096038832,0.7791779263922065
weak_renewal,2.82,3.460642701570262,2.0171126503993517,26.451638525309757,6.7716194624793005,0.7887321128786488
weak_renewal,2.84,3.448475811225025,1.9942585424726136,26.578376966405976,6.804064503399932,0.7983230458725424
weak_renewal,2.86,3.4363793324818355,1.9716285859469134,26.704381953314204,6.836321780048438,0.8079503659953481
weak_renewal,2.88,3.4243530548603784,1.9492218616347001,26.829655678537716,6.868391853705658,0.8176137153403542
weak_renewal,2.9,3.4123967678028735,1.927037451611515,26.954200335386727,6.900275285859005,0.8273127374705155
weak_renewal,2.92,3.400510260607703,1.9050744390371201,27.07801811866975,6.931972638379458,0.8370470774165741
weak_renewal,2.94,3.3886933223617213,1.8833319079733983,27.201111225398726,6.963484473702076,0.8468163816754705
weak_renewal,2.96,3.3769457418712534,1.861808943199061,27.32348185550777,6.99481135500999,0.8566202982090476
weak_renewal,2.98,3.3652673075918074,1.8405046300212118,27.44513221258533,7.025953846421846,0.8664584764430547
weak_renewal,3.0,3.3536578075565124,1.8194180540838238,27.566064504619657,7.056912513182634,0.8763305672664541
weak_renewal,3.02,3.3421170293033065,1.7985483011731922,27.68628094475722,7.0876879218578495,0.8862362230310379
weak_renewal,3.04,3.3306447598009035,1.7778944570204374,27.805783752073914,7.118280640530924,0.8961750975513578
weak_renewal,3.06,3.3192407853735606,1.7574556071011387,27.924575152358734,7.1486912390038375,0.9061468461049732
weak_renewal,3.08,3.3079048916246876,1.7372308364321924,28.0426573789095,7.178920289000834,0.9161511254330221
weak_renewal,3.1,3.296636863359326,1.7172192293659931,28.160032673340346,7.2089683643751306,0.9261875937411199
weak_renewal,3.12,3.2854364845055484,1.6974198693820541,28.27670328640053,7.238836041318537,0.936255910700588
weak_renewal,3.14,3.274303538034812,1.677831838876188,28.392671478804036,7.268523898573834,0.9463557374500194
weak_renewal,3.16,3.263237805881321,1.6584542189473752,28.50793952206957,7.29803251764981,0.9564867365971829
weak_renewal,3.18,3.2522390688604514,1.6392860891824763,28.622509699370294,7.327362483038796,0.9666485722212697
weak_renewal,3.2,3.2413071065862913,1.6203265274389331,28.736384306392793,7.356514382436556,0.9768409098754863
weak_renewal,3.22,3.2304416973883625,1.6015746096256338,28.84956565220455,7.385488806964366,0.9870634165899971
weak_renewal,3.24,3.219642618227586,1.5830294094821165,28.96205606012931,7.414286351393104,0.9973157608752179
weak_renewal,3.2600000000000002,3.2089096446115652,1.5646899983563085,29.073857868629524,7.442907614369159,1.007597612725465
weak_renewal,3.2800000000000002,3.198242550509264,1.5465554449810006,29.184973432195164,7.471353198641963,1.0179086436229603
weak_renewal,3.3000000000000003,3.187641108265154,1.5286248152492758,29.295405122237973,7.499623711292922,1.0282485265421948
weak_renewal,3.3200000000000003,3.1771050885129255,1.5108971719891242,29.405155327990354,7.527719763965531,1.0386169359546527
weak_renewal,3.34,3.166634260088843,1.4933715747374807,29.51422645740788,7.555641973096418,1.0490135478338956
weak_renewal,3.36,3.156228389944849,1.4760470795139449,29.622620938074483,7.583390960147069,1.0594380396610108
weak_renewal,3.38,3.1458872430615124,1.4589227385944545,29.730341218109242,7.610967351835967,1.0698900904304183
weak_renewal,3.4,3.135610582360927,1.4419976002851838,29.83738976707367,7.6383717803708615,1.080369380656042
weak_renewal,3.42,3.1253981686196712,1.4252707086969687,29.943769076878418,7.665604883680877,1.0908755923778424
weak_renewal,3.44,3.1152497603819445,1.4087411035205646,30.049481662688073,7.692667305648148,1.1014084091687093
weak_renewal,3.46,3.1051651138730003,1.3924078198030494,30.154530063822907,7.719559696338666,1.1119675161417122
weak_renewal,3.48,3.095143982913,1.376269887725711,30.258916844656245,7.746282712232,1.1225525999577077
weak_renewal,3.5,3.085186118831419,1.3603263323837573,30.362644595506044,7.772837016449549,1.133163348833303
weak_renewal,3.52,3.0752912703821376,1.3445761735682045,30.46571593351939,7.799223278980967,1.1437994525491675
weak_renewal,3.54,3.0654591836593563,1.3290184255503108,30.568133503548367,7.825442176908384,1.154460602458691
weak_renewal,3.56,3.055689602014477,1.3136520968689303,30.669899979015856,7.8514943946280615,1.165146491496988
weak_renewal,3.58,3.045982265974101,1.2984761901211759,30.771018062769773,7.877380624069064,1.1758568141902364
weak_renewal,3.6,3.036336913159288,1.2834897017567872,30.871490487924078,7.903101564908566,1.1865912666653495
weak_renewal,3.62,3.0267532782062374,1.268691621876609,30.971320018685024,7.9286579247833675,1.1973495466599735
weak_renewal,3.64,3.0172310926885446,1.2540809340355923,31.070509451160987,7.954050419497214,1.2081313535328038
weak_renewal,3.66,3.0077700850411975,1.2396566150507429,31.169061614154188,7.979279773223474,1.2189363882742132
weak_renewal,3.68,2.998369980486471,1.2254176348144412,31.26697936993259,8.004346718702745,1.2297643535171825
weak_renewal,3.7,2.9890305009618907,1.2113629561135704,31.364265614980297,8.029251997434958,1.2406149535485251
weak_renewal,3.72,2.9797513650504324,1.1974915344548867,31.460923280724657,8.053996359865513,1.2514878943203973
weak_renewal,3.74,2.970532287913122,1.183802317897077,31.556955334238303,8.078580565565007,1.2623828834620805
weak_renewal,3.7600000000000002,2.9613729812242173,1.1702942468899449,31.652364778914396,8.103005383402087,1.2732996302920283
weak_renewal,3.7800000000000002,2.9522731531091257,1.1569662541211712,31.747154655113263,8.127271591708997,1.2842378458301649
weak_renewal,3.8000000000000003,2.943232508085251,1.1438172643710935,31.84132804077863,8.15137997843933,1.2951972428104208
weak_renewal,3.8200000000000003,2.934250747005918,1.130846194375948,31.934888052021684,8.17533134131755,1.3061775356934962
weak_renewal,3.84,2.925327567007566,1.1180519527000135,32.027837843671186,8.199126487979822,1.3171784406798335
weak_renewal,3.86,2.916462661460362,1.1054334396170933,32.12018060978789,8.222766236105699,1.3281996757227903
weak_renewal,3.88,2.907655719922415,1.092989547001769,32.211919584141505,8.246251413540225,1.3392409605419915
weak_renewal,3.9,2.898906428097746,1.080719158230841,32.30305804064848,8.26958285840601,1.3503020166368482
weak_renewal,3.92,2.890214467798181,1.0686211480953791,32.39359929376895,8.292761419204849,1.3613825673002267
weak_renewal,3.94,2.8815795169093237,1.05669438272378,32.48354669886121,8.315787954908469,1.3724823376322473
weak_renewal,3.96,2.873001249360758,1.0449377195162257,32.5729036524921,8.338663335037976,1.3836010545542003
weak_renewal,3.98,2.864479335100636,1.0333500070909205,32.66167359270171,8.361388439731636,1.3947384468225545
weak_renewal,4.0,2.856013440074783,1.021930085242469,32.74985999922101,8.383964159800577,1.4058942450430443
weak_renewal,4.0200000000000005,2.8476032262104716,1.0106767849127392,32.83746639364092,8.406391396772074,1.4170681816848114
weak_renewal,4.04,2.8392483514049816,0.999588928174538,32.924496339531444,8.428671062920047,1.4282599910945837
weak_renewal,4.0600000000000005,2.8309484695190736,0.9886653282284052,33.01095344250965,8.45080408128247,1.4394694095108729
weak_renewal,4.08,2.8227032303754944,0.9779047894128142,33.09684135025527,8.472791385665348,1.4506961750781593
weak_renewal,4.1,2.814512279762613,0.9673061072280303,33.18216375247278,8.494633920633031,1.4619400278610584
weak_renewal,4.12,2.806375259443291,0.9568680683738761,33.266924380799054,8.516332641484558,1.473200709858431
weak_renewal,4.14,2.798291807169067,0.9465894508016053,33.35112700865555,8.53788851421582,1.484477965017424
weak_renewal,4.16,2.7902615566997415,0.936469023780067,33.43477545104436,8.559302515467355,1.4957715392474193
weak_renewal,4.18,2.782284137828421,0.9265055479763199,33.51787356428728,8.580575632457542,1.5070811804338604
weak_renewal,4.2,2.774359176412073,0.9166977755508094,33.60042524570757,8.601708862901138,1.5184066384519441
weak_renewal,4.22,2.76648629440765,0.9070444502672111,33.68243443325365,8.622703214912933,1.5297476651801416
weak_renewal,4.24,2.758665109913791,0.8975443076169869,33.76390510506467,8.643559706896555,1.54110401451354
weak_renewal,4.26,2.7508952372181468,0.8881960749586909,33.84484127897763,8.664279367418276,1.552475442376963
weak_renewal,4.28,2.7431762868503,0.8789984716720055,33.92524701197604,8.684863235065865,1.5638617067378684
weak_renewal,4.3,2.7355078656403116,0.8699502093264759,34.005126399580085,8.705312358292502,1.575262567618975
weak_renewal,4.32,2.727889576782836,0.8610499918648525,34.084483575178794,8.72562779524577,1.5866777871106201
weak_renewal,4.34,2.7203210199067995,0.8522965158009368,34.16332270930417,8.745810613581867,1.5981071293828004
weak_renewal,4.36,2.7128017911505764,0.8436884704317698,34.24164800884816,8.765861890265128,1.6095503606968955
weak_renewal,4.38,2.705331483242607,0.8352245380639873,34.31946371622284,8.785782711353047,1.6210072494170313
weak_renewal,4.4,2.697909685587385,0.8269033942541085,34.39677410846474,8.805574171766972,1.6324775660210777
weak_renewal,4.42,2.6905359843567216,0.8187237080625058,34.47358349628415,8.825237375048742,1.6439610831112443
weak_renewal,4.44,2.683209962586182,0.8106841423207549,34.5498962230606,8.844773433103512,1.6554575754242653
weak_renewal,4.46,2.6759312002765876,0.8027833539120437,34.625716663785546,8.864183465929099,1.6669668198411398
weak_renewal,4.48,2.6686992745004408,0.7950199940642649,34.701049223953746,8.883468601332156,1.6784885953964193
weak_renewal,4.5,2.661513759513146,0.7873927086554042,34.77589833840473,8.902629974631608,1.6900226832870104
weak_renewal,4.5200000000000005,2.65437422686886,0.7799001385307839,34.85026847011604,8.921668728349704,1.7015688668804867
weak_renewal,4.54,2.647280245540811,0.7725409198317078,34.92416410894988,8.940586011891169,1.7131269317228741
weak_renewal,4.5600000000000005,2.6402313820459096,0.7653136843350082,34.997589770355106,8.959382981210908,1.7246966655459126
weak_renewal,4.58,2.6332272005734563,0.7582170598029767,35.07054999402649,8.978060798470782,1.736277858273756
weak_renewal,4.6000000000000005,2.626267263117753,0.7512496703431247,35.143049342523405,8.99662063168599,1.7478703020291129
weak_renewal,4.62,2.6193511296144028,0.7444101367772072,35.215092399849965,9.015063654361592,1.759473791138796
weak_renewal,4.64,2.6124783580800797,0.7376970770188996,35.286683769999165,9.033391045119785,1.771088122138683
weak_renewal,4.66,2.605648504755545,0.7311091064595152,35.35782807546307,9.051603987318545,1.7827130937780584
weak_renewal,4.68,2.5988611242516666,0.7246448383611177,35.4285299557118,9.069703668662221,1.7943485070233358
weak_renewal,4.7,2.592115769698205,0.718302884256367,35.49879406564369,9.087691280804785,1.8059941650611493
weak_renewal,4.72,2.585411992895113,0.7120818543544307,35.56862507400923,9.105568018946363,1.817649873300791
weak_renewal,4.74,2.578749344466093,0.7059803579522602,35.63802766181152,9.123335081423749,1.8293154393760065
weak_renewal,4.76,2.5721273740141584,0.6999970038505429,35.707006520685844,9.140993669295575,1.8409906731461156
weak_renewal,4.78,2.5655456302789226,0.6941304007736091,35.77556635126122,9.15854498592287,1.8526753866964776
weak_renewal,4.8,2.559003661295368,0.6883791577925885,35.843711861506584,9.175990236545683,1.8643693943382693
weak_renewal,4.82,2.552501014553805,0.6827418847510806,35.91144776506452,9.193330627856517,1.876072512607595
weak_renewal,4.84,2.5460372371607707,0.6772171926926306,35.9787787795753,9.210567367571276,1.8877845602639038
weak_renewal,4.86,2.5396118760005773,0.6718036942892756,36.04570962499399,9.22770166399846,1.8995053582877324
weak_renewal,4.88,2.5332244778972597,0.6665000042704474,36.11224502190355,9.244734725607305,1.9112347298777506
weak_renewal,4.9,2.5268745897766403,0.6613047398515103,36.178389689826666,9.261667760595623,1.922972500447132
weak_renewal,4.92,2.520561758828249,0.656216521161231,36.244148345539074,9.278501976458001,1.9347184976192298
weak_renewal,4.94,2.514285532666834,0.6512339716674731,36.309525701387145,9.295238579555107,1.9464725512225782
weak_renewal,4.96,2.5080454594932093,0.6463557186004368,36.374526463612405,9.311878774684773,1.9582344932852074
weak_renewal,4.98,2.5018410882541735,0.6415803933727581,36.43915533068569,9.328423764655536,1.970004158028291
weak_renewal,5.0,2.4956719688012607,0.6369066319958167,36.50341699165353,9.344874749863303,1.9817813818591166
weak_renewal,5.0200000000000005,2.489537652048074,0.6323330754916033,36.56731612449923,9.361232927871802,1.9935660033634017
