treatment,t_h,E_umol,R_umol,G_umol,exported_umol,B_units,U_umol_h,A_umol_h
replete,25.52,0.0,0.14880380718088654,23.609297408123954,14.24189878469516,2.3609297408123955,0.0,0.05049019387335422
replete,25.54,0.0,0.14779731749473288,23.61030389781011,14.24189878469516,2.361030389781011,0.0,0.0501591146651387
replete,25.56,0.0,0.1467974290331606,23.61130378627168,14.24189878469516,2.361130378627168,0.0,0.04983006962609071
replete,25.580000000000002,0.0,0.14580410122002332,23.612297114084818,14.24189878469516,2.3612297114084817,0.0,0.04950304803802136
replete,25.6,0.0,0.14481729369320662,23.613283921611636,14.24189878469516,2.3613283921611634,0.0,0.04917803921601767
replete,25.62,0.0,0.14383696630395917,23.614264249000883,14.24189878469516,2.3614264249000883,0.0,0.04885503250866222
replete,25.64,0.0,0.14286307911622143,23.61523813618862,14.24189878469516,2.361523813618862,0.0,0.04853401729824762
replete,25.66,0.0,0.1418955924059492,23.616205622898892,14.24189878469516,2.361620562289889,0.0,0.0482149830009853
replete,25.68,0.0,0.14093446666043313,23.617166748644408,14.24189878469516,2.3617166748644407,0.0,0.04789791906720869
replete,25.7,0.0,0.1399796625776143,23.618121552727228,14.24189878469516,2.3618121552727227,0.0,0.04758281498157109
replete,25.72,0.0,0.139031141065396,23.619070074239445,14.24189878469516,2.3619070074239445,0.0,0.04726966026323808
replete,25.740000000000002,0.0,0.13808886324095127,23.620012352063892,14.24189878469516,2.3620012352063893,0.0,0.04695844446607458
replete,25.76,0.0,0.1371527904300279,23.620948424874815,14.24189878469516,2.3620948424874815,0.0,0.04664915717882687
replete,25.78,0.0,0.13622288416624795,23.621878331138596,14.24189878469516,2.3621878331138597,0.0,0.046341788025298966
replete,25.8,0.0,0.1352991061904055,23.62280210911444,14.24189878469516,2.362280210911444,0.0,0.04603632666452426
replete,25.82,0.0,0.13438141844976034,23.62371979685508,14.24189878469516,2.3623719796855083,0.0,0.04573276279093189
replete,25.84,0.0,0.1334697830973284,23.624631432207515,14.24189878469516,2.3624631432207517,0.0,0.045431086134508136
replete,25.86,0.0,0.13256416249116892,23.625537052813673,14.24189878469516,2.362553705281367,0.0,0.045131286460952755
replete,25.88,0.0,0.13166451919366878,23.626436696111174,14.24189878469516,2.3626436696111175,0.0,0.04483335357183044
replete,25.900000000000002,0.0,0.13077081597082355,23.62733039933402,14.24189878469516,2.362733039933402,0.0,0.044537277304717474
replete,25.92,0.0,0.12988301579151643,23.628218199513327,14.24189878469516,2.362821819951333,0.0,0.044243047533343675
replete,25.94,0.0,0.12900108182679287,23.62910013347805,14.24189878469516,2.362910013347805,0.0,0.04395065416772921
replete,25.96,0.0,0.12812497744913406,23.62997623785571,14.24189878469516,2.362997623785571,0.0,0.04366008715431709
replete,25.98,0.0,0.12725466623172707,23.630846549073116,14.24189878469516,2.3630846549073117,0.0,0.04337133647610098
replete,26.0,0.0,0.1263901119477325,23.631711103357112,14.24189878469516,2.363171110335711,0.0,0.04308439215274826
replete,26.02,0.0,0.12553127856954988,23.632569936735294,14.24189878469516,2.3632569936735295,0.0,0.042799244240718765
replete,26.04,0.0,0.12467813026808074,23.633423085036764,14.24189878469516,2.363342308503676,0.0,0.04251588283337892
replete,26.06,0.0,0.1238306314119892,23.634270583892853,14.24189878469516,2.363427058389285,0.0,0.04223429806111153
replete,26.080000000000002,0.0,0.12298874656696059,23.635112468737884,14.24189878469516,2.3635112468737884,0.0,0.04195448009142113
replete,26.1,0.0,0.1221524404949585,23.635948774809886,14.24189878469516,2.3635948774809887,0.0,0.04167641912903533
replete,26.12,0.0,0.12132167815347851,23.636779537151366,14.24189878469516,2.3636779537151367,0.0,0.04140010541600137
replete,26.14,0.0,0.1204964246948014,23.637604790610045,14.24189878469516,2.3637604790610043,0.0,0.041125529231778986
replete,26.16,0.0,0.11967664546524392,23.6384245698396,14.24189878469516,2.36384245698396,0.0,0.040852680893328934
replete,26.18,0.0,0.11886230600440786,23.639238909300435,14.24189878469516,2.3639238909300433,0.0,0.04058155075519737
replete,26.2,0.0,0.11805337204442758,23.640047843260415,14.24189878469516,2.3640047843260414,0.0,0.04031212920959636
replete,26.22,0.0,0.11724980950921587,23.64085140579563,14.24189878469516,2.364085140579563,0.0,0.04004440668648025
replete,26.240000000000002,0.0,0.11645158451370831,23.641649630791136,14.24189878469516,2.3641649630791135,0.0,0.039778373653618145
replete,26.26,0.0,0.11565866336310676,23.642442551941738,14.24189878469516,2.3642442551941736,0.0,0.03951402061666272
replete,26.28,0.0,0.11487101255212023,23.643230202752726,14.24189878469516,2.3643230202752727,0.0,0.039251338119214746
replete,26.3,0.0,0.11408859876420588,23.64401261654064,14.24189878469516,2.3644012616540637,0.0,0.03899031674288434
replete,26.32,0.0,0.11331138887080808,23.644789826434035,14.24189878469516,2.3644789826434036,0.0,0.03873094710734817
replete,26.34,0.0,0.11253934993059653,23.645561865374248,14.24189878469516,2.364556186537425,0.0,0.038473219870403086
replete,26.36,0.0,0.11177244918870341,23.64632876611614,14.24189878469516,2.3646328766116143,0.0,0.03821712572801623
replete,26.38,0.0,0.11101065407595946,23.647090561228886,14.24189878469516,2.3647090561228885,0.0,0.037962655414371334
replete,26.400000000000002,0.0,0.11025393220812907,23.647847283096716,14.24189878469516,2.3647847283096715,0.0,0.037709799701911684
replete,26.42,0.0,0.10950225138514523,23.6485989639197,14.24189878469516,2.36485989639197,0.0,0.037458549401379715
replete,26.44,0.0,0.1087555795903424,23.649345635714504,14.24189878469516,2.3649345635714503,0.0,0.03720889536185273
replete,26.46,0.0,0.10801388498969001,23.650087330315156,14.24189878469516,2.3650087330315155,0.0,0.03696082847077574
replete,26.48,0.0,0.10727713593102466,23.650824079373823,14.24189878469516,2.3650824079373822,0.0,0.03671433965399072
replete,26.5,0.0,0.1065453009432819,23.651555914361566,14.24189878469516,2.3651555914361566,0.0,0.03646941987576263
replete,26.52,0.0,0.10581834873572761,23.65228286656912,14.24189878469516,2.365228286656912,0.0,0.03622606013880221
replete,26.54,0.0,0.10509624819718878,23.65300496710766,14.24189878469516,2.365300496710766,0.0,0.03598425148428555
replete,26.56,0.0,0.1043789683952841,23.653722246909563,14.24189878469516,2.3653722246909563,0.0,0.035743984991870585
replete,26.580000000000002,0.0,0.10366647857565404,23.654434736729193,14.24189878469516,2.3654434736729195,0.0,0.03550525177971039
replete,26.6,0.0,0.10295874816119138,23.65514246714366,14.24189878469516,2.365514246714366,0.0,0.035268043004463706
replete,26.62,0.0,0.10225574675127018,23.65584546855358,14.24189878469516,2.365584546855358,0.0,0.03503234986130194
replete,26.64,0.0,0.10155744412097607,23.656543771183873,14.24189878469516,2.3656543771183873,0.0,0.0347981635839137
replete,26.66,0.0,0.10086381022033569,23.657237405084512,14.24189878469516,2.365723740508451,0.0,0.034565475444506236
replete,26.68,0.0,0.10017481517354639,23.657926400131302,14.24189878469516,2.3657926400131304,0.0,0.034334276753803926
replete,26.7,0.0,0.09949042927820584,23.658610786026642,14.24189878469516,2.365861078602664,0.0,0.034104558861044076
replete,26.72,0.0,0.09881062300454196,23.659290592300305,14.24189878469516,2.3659290592300306,0.0,0.03387631315396987
replete,26.740000000000002,0.0,0.09813536699464268,23.659965848310204,14.24189878469516,2.3659965848310205,0.0,0.03364953105882052
replete,26.76,0.0,0.09746463206168662,23.66063658324316,14.24189878469516,2.366063658324316,0.0,0.03342420404031896
replete,26.78,0.0,0.0967983891891729,23.661302826115673,14.24189878469516,2.366130282611567,0.0,0.033200323601656485
replete,26.8,0.0,0.09613660953015238,23.661964605774696,14.24189878469516,2.3661964605774695,0.0,0.032977881284475125
replete,26.82,0.0,0.09547926440645876,23.66262195089839,14.24189878469516,2.3662621950898393,0.0,0.032756868668847354
replete,26.84,0.0,0.09482632530794015,23.66327488999691,14.24189878469516,2.366327488999691,0.0,0.03253727737325318
replete,26.86,0.0,0.09417776389169122,23.663923451413158,14.24189878469516,2.366392345141316,0.0,0.03231909905455482
replete,26.88,0.0,0.09353355198128575,23.664567663323563,14.24189878469516,2.366456766332356,0.0,0.032102325407968965
replete,26.900000000000002,0.0,0.09289366156600985,23.66520755373884,14.24189878469516,2.366520755373884,0.0,0.03188694816703647
replete,26.92,0.0,0.09225806480009614,23.665843150504752,14.24189878469516,2.366584315050475,0.0,0.03167295910359004
replete,26.94,0.0,0.09162673400195762,23.666474481302888,14.24189878469516,2.366647448130289,0.0,0.03146035002771901
replete,26.96,0.0,0.09099964165342334,23.667101573651422,14.24189878469516,2.366710157365142,0.0,0.03124911278773241
replete,26.98,0.0,0.09037676039897433,23.667724454905873,14.24189878469516,2.366772445490587,0.0,0.03103923927011944
replete,27.0,0.0,0.08975806304498037,23.668343152259865,14.24189878469516,2.3668343152259865,0.0,0.030830721399507852
replete,27.02,0.0,0.08914352255893766,23.66895769274591,14.24189878469516,2.366895769274591,0.0,0.03062355113862013
replete,27.04,0.0,0.0885331120687074,23.669568103236138,14.24189878469516,2.3669568103236136,0.0,0.030417720488227544
replete,27.06,0.0,0.08792680486175525,23.670174410443092,14.24189878469516,2.3670174410443092,0.0,0.03021322148710207
replete,27.080000000000002,0.0,0.08732457438439173,23.670776640920455,14.24189878469516,2.3670776640920455,0.0,0.030010046211966238
replete,27.1,0.0,0.08672639424101419,23.671374821063832,14.24189878469516,2.3671374821063833,0.0,0.029808186777441167
replete,27.12,0.0,0.08613223819334867,23.671968977111497,14.24189878469516,2.3671968977111497,0.0,0.029607635335992186
replete,27.14,0.0,0.08554208015969406,23.672559135145153,14.24189878469516,2.3672559135145153,0.0,0.02940838407787289
replete,27.16,0.0,0.08495589421416673,23.67314532109068,14.24189878469516,2.367314532109068,0.0,0.02921042523106708
replete,27.18,0.0,0.08437365458594663,23.673727560718902,14.24189878469516,2.36737275607189,0.0,0.029013751061228887
replete,27.2,0.0,0.08379533565852441,23.674305879646322,14.24189878469516,2.3674305879646322,0.0,0.028818353871621044
replete,27.22,0.0,0.0832209119689499,23.674880303335897,14.24189878469516,2.3674880303335897,0.0,0.02862422600305126
replete,27.240000000000002,0.0,0.08265035820708176,23.675450857097765,14.24189878469516,2.3675450857097764,0.0,0.028431359833806923
replete,27.26,0.0,0.082083649214839,23.676017566090007,14.24189878469516,2.367601756609001,0.0,0.02823974777958806
replete,27.28,0.0,0.08152075998545276,23.676580455319396,14.24189878469516,2.3676580455319396,0.0,0.028049382293438417
replete,27.3,0.0,0.08096166566272052,23.677139549642128,14.24189878469516,2.3677139549642128,0.0,0.02786025586567501
replete,27.32,0.0,0.08040634154026133,23.677694873764587,14.24189878469516,2.3677694873764588,0.0,0.027672361023816032
replete,27.34,0.0,0.07985476306077247,23.678246452244075,14.24189878469516,2.3678246452244074,0.0,0.027485690332507026
replete,27.36,0.0,0.07930690581528764,23.678794309489557,14.24189878469516,2.367879430948956,0.0,0.027300236393445608
