"","dist","bio","augMean","febRange","febSD","augSD","annMean","Y","Y1","Y2"
"360",234.655,"BMP",0.573602869675283,0.501819020734932,0.297222144829553,0.209980634501669,1.17885736051249,0.0688524590163934,0.00699300699300699,0.0618594520233865
"361",241.104,"BMP",0.556546841815889,0.453880053792986,0.251471551958812,0.148164183040763,0.853058630434652,0.190883190883191,0.00699300699300699,0.183890183890184
"362",297.243,"BMP",0.485691466596785,0.0230008125846233,0.322686388151355,0.188440947700328,0.238724426108722,0.0896551724137931,0.0769230769230769,0.0127320954907162
"363",343.322,"BMP",0.452751144143363,0.103247171189085,0.181743381127727,0.832707774331862,0.416988205722724,0.163987138263666,0.0909090909090909,0.0730780473545747
"364",390.82,"BMP",0.650973914464383,0.269278312142008,0.36840952476679,0.174039700417615,0.55039920166582,0.262247838616715,0.104895104895105,0.15735273372161
"407",359.799,"BMP",0.178273635798197,0.0726925078658308,0.282143037072695,0.333584485598151,0.153832305075847,0.0459363957597173,0.0217391304347826,0.0241972653249347
"408",308.661,"BMP",0.235687322257282,0.17153654527392,0.119190326921445,0.0203045250507098,0.138813847234649,0.0422535211267606,0.0215827338129496,0.0206707873138109
"409",255.356,"BMP",0.328712672549708,0.421570051530842,0.182801409933722,0.0852394145420678,0.179854770854702,0.0422535211267606,0.0215827338129496,0.0206707873138109
"410",206.757,"BMP",0.38149804193136,0.630346926004093,0.322864032150224,0.0816743015350843,0.205174005402897,0.0385964912280702,0.0214285714285714,0.0171679197994987
"411",152.413,"BMP",0.348182531764349,0.669173263552176,0.420393580953933,0.117522864614859,0.264187015104594,0.0208333333333333,0.013986013986014,0.00684731934731935
"412",106.553,"BMP",0.260404697389812,0.579186270262175,0.440217776898206,0.171775708797677,0.294947821081386,0.00694444444444444,0,0.00694444444444444
"413",54.193,"BMP",0.143427937645646,0.375743123742725,0.355794438327289,0.176862447886519,0.198007979419933,0.00694444444444444,0,0.00694444444444444
"414",0,"BMP",0,0,0,0,0,0,0,0
"415",49.464,"BMP",0.133681438438888,0.421686814359458,0.598582089368497,1.16518001192255,0.0125935252711855,0.0136054421768707,0,0.0136054421768707
"416",98.058,"BMP",0.396586660306323,0.075022777220415,0.325124966625001,0.246410336978848,0.778318318610727,0.0170648464163823,0.00689655172413793,0.0101682946922443
"417",144.044,"BMP",0.389101793211402,0.731626155747958,0.519352321781012,0.0616351680455288,0.0404906817261386,0.0526315789473684,0.00689655172413793,0.0457350272232305
"418",180.462,"BMP",0.430174932029638,0.877562144477657,0.653016583156841,0.03311818661515,0.980849381092554,0.0618892508143322,0.00689655172413793,0.0549926990901943
"419",186.911,"BMP",0.413118904170244,0.829623177535711,0.6072659902861,0.0286982648457556,0.655050651014719,0.18413597733711,0.00689655172413793,0.177239425612973
"420",243.05,"BMP",0.342263528951139,0.352742311158102,0.0331080501759335,0.365303395586846,0.040716446688789,0.0958904109589041,0.0896551724137931,0.00623523854511101
"421",289.129,"BMP",0.309323206497718,0.47899029493181,0.174051057199561,1.00957022221838,0.218980226302791,0.169329073482428,0.103448275862069,0.0658807976203591
"422",336.627,"BMP",0.507545976818737,0.106464811600717,0.012615086439501,0.350902148304134,0.352391222245887,0.26647564469914,0.117241379310345,0.149234265388796
"465",409.263,"BMP",0.311955074237084,0.494379322225289,0.880725126441191,1.4987644975207,0.166425830347032,0.0592334494773519,0.0217391304347826,0.0374943190425693
"466",358.125,"BMP",0.36936876069617,0.593223359633378,0.717772416289942,1.18548453697326,0.151407372505834,0.0555555555555556,0.0215827338129496,0.0339728217426059
"467",304.82,"BMP",0.462394110988596,0.8432568658903,0.781383499302218,1.07994059738049,0.192448296125888,0.0555555555555556,0.0215827338129496,0.0339728217426059
"468",256.221,"BMP",0.515179480370248,1.05203374036355,0.921446121518721,1.08350571038747,0.217767530674082,0.0519031141868512,0.0214285714285714,0.0304745427582798
"469",201.877,"BMP",0.481863970203236,1.09086007791163,1.01897567032243,1.04765714730769,0.276780540375779,0.0342465753424658,0.013986013986014,0.0202605613564518
"470",156.017,"BMP",0.3940861358287,1.00087308462163,1.0387998662667,0.993404303124877,0.307541346352572,0.0205479452054795,0,0.0205479452054795
"471",103.657,"BMP",0.277109376084533,0.797429938102183,0.954376527695785,0.988317564036035,0.210601504691119,0.0205479452054795,0,0.0205479452054795
"472",49.464,"BMP",0.133681438438888,0.421686814359458,0.598582089368497,1.16518001192255,0.0125935252711855,0.0136054421768707,0,0.0136054421768707
"473",0,"BMP",0,0,0,0,0,0,0,0
"474",48.594,"BMP",0.262905221867435,0.496709591579873,0.273457122743496,1.4115903489014,0.765724793339542,0.00336700336700337,0,0.00336700336700337
"475",94.58,"BMP",0.255420354772514,1.15331297010742,1.11793441114951,1.22681517996808,0.0530842069973241,0.038961038961039,0.00671140939597315,0.0322496295650658
"476",130.998,"BMP",0.29649349359075,1.29924895883711,1.25159867252534,1.1982981985377,0.968255855821369,0.0482315112540193,0.00671140939597315,0.0415201018580461
"477",137.447,"BMP",0.279437465731356,1.25130999189517,1.2058480796546,1.1364817470768,0.642457125743533,0.170868347338936,0.00671140939597315,0.164156937942962
"478",193.586,"BMP",0.208582090512252,0.77442912551756,0.63169013954443,0.799876616335707,0.0281229214176035,0.108108108108108,0.102040816326531,0.0060672917815775
"479",239.665,"BMP",0.17564176805883,0.900677109291268,0.772633146568058,0.155609789704173,0.206386701031606,0.17981072555205,0.12751677852349,0.0522939470285605
"480",287.163,"BMP",0.37386453837985,0.528151625960175,0.585967002928996,0.81427786361842,0.339797696974701,0.274787535410765,0.140939597315436,0.133847938095329
"523",457.857,"BMP",0.574860296104519,0.00233026935458422,0.607268003697695,0.0871741486193033,0.932150623686574,0.0629370629370629,0.0289855072463768,0.0339515556906861
"524",406.719,"BMP",0.632273982563604,0.096513768053505,0.444315293546446,0.226105811928138,0.917132165845376,0.0592334494773519,0.0287769784172662,0.0304564710600857
"525",353.414,"BMP",0.725299332856031,0.346547274310427,0.507926376558723,0.331649751520915,0.958173089465429,0.0592334494773519,0.0287769784172662,0.0304564710600857
"526",304.815,"BMP",0.778084702237683,0.555324148783678,0.647988998775225,0.328084638513932,0.983492324013624,0.0555555555555556,0.0285714285714286,0.026984126984127
"527",250.471,"BMP",0.744769192070671,0.594150486331761,0.745518547578934,0.363933201593707,1.04250533371532,0.0378006872852234,0.020979020979021,0.0168216663062024
